PT	AU	AF	CA	TI	SO	SE	ED	LA	DT	CE	DP	SC	DE	ID	AB	C1	RP	EM	RI	OI	U1	U2	PU	PI	PA	WP	SN	BN	J9	JI	PY	PD	VL	IS	PN	SU	SI	BP	EP	PG	DI	GA	UT	PM	OA	HC	HP	DA
J	Brooks, MEStouffer, PC	Brooks, Matthew E.; Stouffer, Philip C.		INTERSPECIFIC VARIATION IN HABITAT PREFERENCES OF GRASSLAND BIRDS WINTERING IN SOUTHERN PINE SAVANNAS	WILSON JOURNAL OF ORNITHOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		RED-COCKADED WOODPECKERS, AVIAN COMMUNITY RESPONSE, BACHMANS SPARROW HABITAT, PITCHER PLANT BOGS, HOME-RANGE SIZE, HENSLOWS SPARROWS, FIRE, RESTORATION, ABUNDANCE, ECOSYSTEM	We studied wintering grassland bird communities in De Soto National Forest in southern Mississippi, USA to assess differences in bird communities and vegetation structure among different stand types. We also examined which vegetation structure and plant species predicted occurrence of Bachman's Sparrow (Peucaea aestivalis), Hens low's Sparrow (Ammodramus henslowii), and Sedge Wren (Cistothorus platensis). Bachman's Sparrows occurred only in uplands ((x) over bar = 0.5 birds/ha) and stands managed for Red-cockaded Woodpeckers (Picoides borealis; (x) over bar = 0.9 birds/ha), Hens low's Sparrows occurred only in bogs ((x) over bar = 3.8 birds/ha) and stands managed for Red-cockaded Woodpeckers ((x) over bar = 2.1 birds/ha), while Sedge Wrens occurred in all stand types ((x) over bar = 0.1-0.3 birds/ha). There were no significant differences among stand types in total bird densities for all three species combined. Dense, spatially uniform herbaceous cover and cover of Scleria muhlenbergii, a preferred food item in bogs, best predicted Hens low's Sparrow occurrence (39% s(2) explained). Increased woody understory vegetation and decreased tree density best predicted Sedge Wren occurrence (17% s(2) explained). Management for Hens low's Sparrows should focus on small-scale herbaceous ground-layer restoration in bogs. Bachman's Sparrows will respond more to thinning dense upland stands. Sedge Wrens and Bachman's Sparrows benefit from Red-cockaded Woodpecker management, whereas Hens low's Sparrow use of woodpecker stands is ephemeral. Received 6 March 2010. Accepted 9 September 2010.	[Brooks, ME; Stouffer, PC] Louisiana State Univ, Sch Renewable Nat Resources, Baton Rouge, LA 70803 USA; [Brooks, ME; Stouffer, PC] LSU Agr Ctr, Baton Rouge, LA 70803 USA	Brooks, ME (reprint author), Louisiana State Univ, Sch Renewable Nat Resources, 227 RNR Bldg, Baton Rouge, LA 70803 USA.	mattebrooks@gmail.com			3	24	WILSON ORNITHOLOGICAL SOC	WACO	5400 BOSQUE BLVD, STE 680, WACO, TX 76710 USA		1559-4491		WILSON J ORNITHOL	Wilson J. Ornithol.	2011	MAR	123	1				65	75	11	10.1676/10-039.1	734TB	CCC:000288360100007					2019-04-10
J	Styring, ARRagai, RUnggang, JStuebing, RHosner, PASheldon, FH	Styring, Alison R.; Ragai, Roslina; Unggang, Joanes; Stuebing, Robert; Hosner, Peter A.; Sheldon, Frederick H.		Bird community assembly in Bornean industrial tree plantations: Effects of forest age and structure	FOREST ECOLOGY AND MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	Acacia mangium, Chronosequence, Logged forest, Mangium, Sabah, Sarawak, Succession	TROPICAL RAIN-FOREST, OIL PALM PLANTATIONS, PENINSULAR MALAYSIA, WOODPECKER ABUNDANCE, AVIAN COMMUNITIES, SPECIES-DIVERSITY, BURN AGRICULTURE, GMELINA-ARBOREA, SMALL MAMMALS, LOWLAND	Plantations of exotic trees for industrial and agricultural purposes are burgeoning in the tropics, and some of them offer the opportunity to study community ecology of animals in a simplified forest setting. We examined bird community assembly in different aged groves of the industrial tree mangium (Acacia mangium) at two plantations in Malaysian Borneo: Sabah Softwoods near Tawau, Sabah, and the Planted Forest Project, near Bintulu, Sarawak. Bird communities were compared among three age-groups of mangium (2-, 5-, and 7-years old) and logged native forest. Mangium rapidly developed into a secondary forest consisting of a wide diversity of understory trees and shrubs. The bird community correspondingly increased in species richness and diversity, and we were able to relate these increases specifically to canopy height, secondary canopy development, and shrub cover. Species of common, small bodied frugivores, nectarivores, and insectivores were diverse in older plantation groves, as were common mid-sized insectivores. However, large, specialized, and normally uncommon taxa (e.g., galliforms, pigeons, hornbills, barbets, midsized woodpeckers, muscicapine flycatchers, and wren babblers) were rare or nonexistent in the plantations. Because we lacked species-specific data on foraging, nesting, and other behaviors of most groups of birds, it was difficult to explain the precise causes of seral diversification in any group except woodpeckers, which have been well studied in Southeast Asia. Thus, in future, particular emphasis needs to be placed on obtaining such data. Industrial plantations, by virtue of their simple structure, variably aged groves, and bird community richness, are good places to gather such data. (C) 2010 Elsevier BM. All rights reserved.	[Styring, AR] Evergreen State Coll, Olympia, WA 98505 USA; [Ragai, R; Unggang, J; Stuebing, R] Grand Perfect Sdn Bhd, Bintulu 97000, Sarawak, Malaysia; [Hosner, PA; Sheldon, FH] Louisiana State Univ, Museum Nat Sci, Dept Biol Sci, Baton Rouge, LA 70803 USA	Sheldon, FH (reprint author), Louisiana State Univ, Museum Nat Sci, 119 Foster Hall, Baton Rouge, LA 70808 USA.	styringa@evergreen.edu; rragai81@gmail.com; junis_sp@yahoo.com; robstuebing@gmail.com; hosner@ku.edu; fsheld@lsu.edu		Hosner, Peter/0000-0001-7499-6224	0	54	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	http://www.elsevier.com	0378-1127		FOREST ECOL MANAG	For. Ecol. Manage.	2011	FEB	261	3				531	544	14	10.1016/j.foreco.2010.11.003	721DO	CCC:000287333000022					2019-04-10
J	Cooke, HAHannon, SJ	Cooke, Hilary A.; Hannon, Susan J.		Do aggregated harvests with structural retention conserve the cavity web of old upland forest in the boreal plains?	FOREST ECOLOGY AND MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	Cavity web, Woodpecker, Aggregated harvest, Structural retention, Old boreal forest	INTERIOR BRITISH-COLUMBIA, NORTHERN FLYING SQUIRRELS, MANAGED FORESTS, NESTING BIRDS, HABITAT ASSOCIATIONS, WOODPECKER CAVITIES, COMMUNITY, LANDSCAPE, FIRE, BIODIVERSITY	Boreal species that are dependent on old forests, such as many cavity-using birds and mammals, are at high risk from conventional harvest practices. These species may benefit from ecologically sustainable forest management practices that increase heterogeneity within stands and across landscapes. Structural retention within cutblocks and spatial aggregation of cutblocks into large (1000s ha) harvest units are two such management practices being implemented by forestry companies in the boreal plains of Alberta and Saskatchewan. However, little is known about the implications of these practices for old forest species. The goal of our study was to determine if the cavity-using assemblage associated with old upland forest in this region is retained within aggregated harvests with structural retention. We used a cavity web approach to describe and contrast interactions among cavity excavators (woodpeckers, chickadees, and nuthatches) and the secondary (i.e. non-excavating) species reusing their cavities. We described the cavity web for two intact landscapes of old upland forest and for two aggregated harvest landscapes. We identified four key excavators of intact forest: yellow-bellied sapsucker (Sphyrapicus varius), hairy woodpecker (Picoides villosus), northern flicker (Colaptes auratus), and pileated woodpecker (Dryocopus pileatus). These woodpeckers should be considered key excavators primarily of mature and old aspen forest, which dominated the study landscapes. Each woodpecker filled a unique role in the cavity web and all are important for conservation of two mammal and three bird species that used their cavities. In the short term (i.e. within four years post-harvest), the key cavity excavators and many secondary cavityusing species associated with intact forest were retained in the harvested landscapes. One secondary species (American kestrel (Falco sparverius)) was unique in the harvest cavity web. Compared to the intact cavity web, the harvest web had lower abundance of sapsuckers, greater abundance of flickers, and high reuse of flicker cavities by kestrels. These differences were associated with the shift from intact forest to a landscape characterized by patches of old forest surrounded by early-successional habitat. Abundances of hairy and pileated woodpeckers were too low to detect differences between intact and harvested landscapes. The key excavators primarily used trembling aspen (Populus tremuloides) for cavity trees and thus aspen should be targeted for retention in harvested landscapes. A more detailed examination of the habitat requirements of the key excavators is needed to develop best practices for tree and patch retention and ensure conservation of the cavity-using assemblage in aggregated harvests. (C) 2010 Elsevier B.V. All rights reserved.	[Cooke, HA; Hannon, SJ] Univ Alberta, Dept Biol Sci, Edmonton, AB T6G 2E9, Canada	Cooke, HA (reprint author), Wildlife Conservat Soc Canada, 22B Sunset Dr N, Whitehorse, YT, Canada.	hcooke@wcs.org			3	43	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	http://www.elsevier.com	0378-1127		FOREST ECOL MANAG	For. Ecol. Manage.	2011	FEB	261	3				662	674	13	10.1016/j.foreco.2010.11.023	721DO	CCC:000287333000035					2019-04-10
J	Pierson, JCAllendorf, FWSaab, VDrapeau, PSchwartz, MK	Pierson, Jennifer C.; Allendorf, Fred W.; Saab, Victoria; Drapeau, Pierre; Schwartz, Michael K.		Do male and female black-backed woodpeckers respond differently to gaps in habitat?	EVOLUTIONARY APPLICATIONS			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	BIOLOGY	Life Sciences & Biomedicine - Other Topics	microsatellite, movement barriers, mtDNA, Picoides arcticus, population genetic structure, sex-biased movement	SEX-BIASED DISPERSAL, MULTILOCUS GENOTYPE DATA, POPULATION-GENETICS DATA, CAVITY-NESTING BIRDS, CROSSING DECISIONS, LANDSCAPE GENETICS, MITOCHONDRIAL-DNA, NORTHERN POPULATIONS, AVIAN PHYLOGEOGRAPHY, BREEDING DISPERSAL	We used population- and individual-based genetic approaches to assess barriers to movement in black-backed woodpeckers (Picoides arcticus), a fire-specialist that mainly occupies the boreal forest in North America. We tested if male and female woodpeckers exhibited the same movement patterns using both spatially implicit and explicit genetic analyses to define population structure and movement patterns of both sexes among populations. Three genetic groups were identified, a large, genetically continuous population that spans from the Rocky Mountains to Quebec, a small isolated population in South Dakota and a separate population in the western portion of their distribution (Oregon). Patterns of genetic diversity suggest extensive gene flow mediated by both males and females within the continuous boreal forest. However, male-mediated gene flow is the main form of connectivity between the continuously distributed group and the smaller populations of South Dakota and Oregon that are separated by large areas of unforested habitat, which apparently serves as a barrier to movement of female woodpeckers.	[Pierson, JC] Univ Montana, Wildlife Biol Program, Missoula, MT 59812 USA; [Allendorf, FW] Univ Montana, Div Biol Sci, Missoula, MT 59812 USA; [Saab, V] US Forest Serv, USDA, Rocky Mt Res Stn, Bozeman, MT USA; [Drapeau, P] Univ Quebec, Dept Sci Biol, Montreal, PQ H3C 3P8, Canada; [Schwartz, MK] US Forest Serv, USDA, Rocky Mt Res Stn, Missoula, MT USA	Pierson, JC (reprint author), Univ Montana, Wildlife Biol Program, Missoula, MT 59812 USA.	jencpierson@gmail.com	Pierson, Jennifer/I-1939-2012; Schwartz, Michael/C-3184-2014	Schwartz, Michael/0000-0003-3521-3367	0	17	WILEY-BLACKWELL PUBLISHING, INC	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	http://www.wiley.com/WileyCDA/	1752-4571		EVOL APPL	Evol. Appl.	2010	MAY	3	3				263	278	16		584YM	CCC:000276790700003	25567923	DOAJ Gold, Green Published			2019-04-10
J	Gaines, WHaggard, MBegley, JLehmkuhl, JLyons, A	Gaines, William; Haggard, Maryellen; Begley, James; Lehmkuhl, John; Lyons, Andrea		Short-Term Effects of Thinning and Burning Restoration Treatments on Avian Community Composition, Density, and Nest Survival in the Eastern Cascades Dry Forests, Washington	FOREST SCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	restoration treatments, dry forests, avian community composition, avian abundance and density, nest survival, focal avian species, mechanical, prescribed fire	GRAND FIR FORESTS, BLUE MOUNTAINS, BIRD RESPONSE, PINE FORESTS, SUCCESS, OREGON, RANGE, RIPARIAN, FUEL, USA	We monitored the short-term (<3 years) response of land birds to restoration treatments (thin, burn, and thin-burn) in dry forests located on the eastern slope of the Cascade Range in Washington. Overall avian community composition did not change among the treatments. However, individual species responses varied with the chipping sparrow showing lower density in treatments, whereas hermit thrush, mountain chickadee, white-headed woodpecker, western bluebird, American crow, and common raven increased in treatment units. Daily survival rates of nesting guilds were similar in treated versus control stands; however, burn-only showed lower daily survival rates compared with other treatments. Additional research is needed to validate this result. Cavity-nesters (mountain chickadee, red-breasted nuthatch, and house wren) and foliage-nesters (chipping sparrow) used trees that were larger in diameter than available regardless of the treatment. Our results, in combination with other results from this study area, provide important implications for managers: (1) thin-burn treatments were effective at restoring habitat for several avian focal species; (2) spring burn treatments should be carefully designed to achieve desired restoration objectives; (3) large trees provide important habitat functions and are a key component for maintaining or restoring the viability of focal avian species; and (4) additional research is needed to better understand the effects of spring burning and the long-term effects of dry forest restoration treatments. FOR. SCI. 56(1):88-99.	[Gaines, W; Haggard, M; Lehmkuhl, J] US Forest Serv, Pacific NW Res Stn, Wenatchee Forestry Sci Lab, Wenatchee, WA 98801 USA	Gaines, W (reprint author), US Forest Serv, Pacific NW Res Stn, Wenatchee Forestry Sci Lab, 215 Melody Lane, Wenatchee, WA 98801 USA.	wgaines@fs.fed.us; wgaines@fs.fed.us; wgaines@fs.fed.us; jlehmkuhl@fs.fed.us; allyons@fs.fed.us			0	31	SOC AMER FORESTERS	BETHESDA	5400 GROSVENOR LANE, BETHESDA, MD 20814 USA	http://www.safnet.org	0015-749X		FOREST SCI	For. Sci.	2010	FEB	56	1			SI	88	99	12		558VJ	CCC:000274776000008					2019-04-10
J	Farris, KLZack, SAmacher, AJPierson, JC	Farris, Kerry L.; Zack, Steve; Amacher, Andrew J.; Pierson, Jennifer C.		Microhabitat Selection of Bark-Foraging Birds in Response to Fire and Fire Surrogate Treatments	FOREST SCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	forest restoration, cavity-nesting birds, thinning, prescribed burning, mechanical	CAVITY-NESTING BIRDS, WESTERN UNITED-STATES, CONIFEROUS FORESTS, NORTHERN ARIZONA, PRESCRIBED FIRE, STAND STRUCTURE, SIERRA-NEVADA, DRY FORESTS, RESTORATION, ECOLOGY	We examined the short-term response of the bark-foraging bird community to mechanical thinning, prescribed fire, and thinning/prescribed fire combination treatments designed to reduce fuel loads at study sites throughout the continental United States as part of the national Fire and Fire Surrogate (FFS) project. We modeled the effects of study site, treatment, treatment category, and time since treatment on the foraging encounter rate of four individual species (red-breasted nuthatch [Sitta canadensis], mountain chickadee [Poecile gambeli], hairy woodpecker [Picoides villosus], and brown creeper [Certhia americana]) and assessed the relative importance of several tree and snag characteristics in the selection of foraging trees by these same species. The foraging encounter rate of all four species responded inconsistently across both treatment categories and study sites. Substrate diameter was the strongest and most consistent characteristic positively influencing the selection of foraging habitat structures for all species across all treatment categories. Other influential variables included the presence of bark beetles for red-breasted nuthatches, hairy woodpeckers, and brown creepers in control and burn-only treatment areas and tree species for brown creepers in bum-only and thin-only treatment areas. Although this study did not detect any major negative treatment response by any species, our results suggest that there is substantial variability in the reaction of this particular bird community to fuel reduction treatments and that managers may need to evaluate the effects of these treatments on a site-by-site and species-by-species basis. FOR. SCI. 56(1): 100-111.	[Farris, KL; Zack, S] Wildlife Conservat Soc, N Amer Program, Portland, OR 97205 USA; [Amacher, AJ] Univ Calif Berkeley, Dept Environm Sci Policy & Management, Berkeley, CA 94720 USA; [Pierson, JC] Univ Montana, Dept Ecosyst & Conservat Sci, Missoula, MT 59812 USA	Farris, KL (reprint author), Wildlife Conservat Soc, N Amer Program, 718 SW Alder St,Suite 210, Portland, OR 97205 USA.	kerrylfarris@gmail.com; szack@wcs.org; aamacher@nature.berkeley.edu; jencpierson@gmail.com	Pierson, Jennifer/I-1939-2012		1	14	SOC AMER FORESTERS	BETHESDA	5400 GROSVENOR LANE, BETHESDA, MD 20814 USA	http://www.safnet.org	0015-749X		FOREST SCI	For. Sci.	2010	FEB	56	1			SI	100	111	12		558VJ	CCC:000274776000009					2019-04-10
J	Kilpatrick, ESWaldrop, TALanham, JDGreenberg, CHContreras, TH	Kilpatrick, Eran S.; Waldrop, Thomas A.; Lanham, Joseph D.; Greenberg, Cathryn H.; Contreras, Tom H.		Short-Term Effects of Fuel Reduction Treatments on Herpetofauna from the Southeastern United States	FOREST SCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	herpetofauna, path analysis, prescribed burning, Southeastern forests, forest management, mechanical	AVIAN COMMUNITY RESPONSE, RED-COCKADED WOODPECKERS, PATH-ANALYSIS, FORESTS, RESTORATION, FIRE, BOTTOMLAND, ABUNDANCE, SNAKES	Path analysis of fuel reduction treatments on herpetofauna across four southeastern sites of the National Fire and Fire Surrogate Study provided quantitative evidence relating changes in vegetation and fuels to herpetofauna response. Fuel reduction treatments included prescribed burning (B), a mechanical treatment (M), mechanical treatment followed by prescribed burning (MB), and an untreated control (C). Treatment effects on herpetofauna response variables were predicted by the direct and indirect effects of stand basal area, coarse woody debris volume, native herb cover, and forest floor depth. Path models were solved for lizard, snake, and reptile response to fuel reduction treatments. Lizard and reptile abundance were higher in B and MB plots than in C and M plots. Increasing native herb cover best predicted lizard and reptile abundance within B and MB plots. Native herb cover, lizard, and reptile abundance were highest in B and MB plots, and each of these response variables responded positively to B and MB. FOR. SCI. 56(1):122-130.	[Kilpatrick, ES] Univ S Carolina Salkehatchie, Div Math & Sci, Walterboro, SC 29488 USA; [Waldrop, TA; Greenberg, CH] US Forest Serv, Morgantown, WV 26505 USA; [Lanham, JD] Clemson Univ, Clemson, SC 29631 USA; [Contreras, TH] Washington & Jefferson Coll, Washington, DC USA	Kilpatrick, ES (reprint author), Univ S Carolina Salkehatchie, Div Math & Sci, POB 1337, Walterboro, SC 29488 USA.	erankil@mailbox.sc.edu; twaldrop@fs.fed.us; lanhamj@exchange.clemson.edu; kgreenberg@fs.fed.us; tcontreras@washjeff.edu			0	7	SOC AMER FORESTERS	BETHESDA	5400 GROSVENOR LANE, BETHESDA, MD 20814 USA	http://www.safnet.org	0015-749X		FOREST SCI	For. Sci.	2010	FEB	56	1			SI	122	130	9		558VJ	CCC:000274776000011					2019-04-10
J	Garcia-Del-Rey, EOtto, RFernandez-Palacios, JMMunoz, PGGil, L	Garcia-Del-Rey, Eduardo; Otto, Ruediger; Maria Fernandez-Palacios, Jose; Gil Munoz, Pascual; Gil, Luis		Effects of wildfire on endemic breeding birds in a Pinus canariensis forest of Tenerife, Canary Islands	ECOSCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	breeding birds, Canary Islands, community ecology, fire, forest management, Fringilla teydea, Mediterranean, Pinus canariensis	BURN SEVERITY, CONIFER FORESTS, PRESCRIBED FIRE, SOIL N, COMMUNITIES, ASSEMBLAGES, MANAGEMENT, CHRONOSEQUENCE, WOODPECKER, RESPONSES	Fire is a key ecological force in pine forests worldwide, and faunal responses to this disturbance have been a major topic of ecology, yet little is known for oceanic island environments. Using line transects we surveyed the bird community of a natural Pinus canariensis forest burned in the summer of 2007 on Tenerife, Canary Islands, Spain. Our goal was to identify important environmental variables and the thresholds that influenced the pattern of bird abundance at the community, foraging guild, and species-specific level. Models were constructed by means of regression trees and cross validation applying the 1-SE rule. Mixed results were observed and only 2 species were clearly affected by fire severity. Overall, total bird abundance, total species richness, and total bird diversity were positively influenced by low, very low, and moderate canopy fire severity, respectively, and the presence of either Erica or Myrica shrubs. Consequently, high canopy fire severity had an overall negative effect on bird community characteristics. Abundance of Myrica shrubs affected positively general ground foragers such as common blackbird (Turdus merula cabrerae) and Canary Islands chiffchaff (Phylloscopus canariensis), a canopy forager. The number of thin trees was important for canopy foragers such as goldcrest (Regulus regulus teneriffae) and African blue tit (Cyanistes teneriffae teneriffae), but also for a bark forager, the great spotted woodpecker (Dendrocopos major canariensis). European robin (Erithacus rubecula superbus) and the ubiquitous endemic blue chaffinch (Fringilla teydea teydea) were influenced by low and moderate canopy fire severity, respectively. We recommend that land managers incorporate these results into future post-fire management plans. Priority post-fire actions should be directed toward the protection and conservation of the endemic blue chaffinch, a species of conservation concern on the nearby island of Gran Canaria.	[Garcia-Del-Rey, E; Otto, R; Fernandez-Palacios, JM] Univ La Laguna, Fac Biol, Dept Ecol, E-38206 Tenerife, Canary Islands, Spain; [Munoz, PG] Cabildo Insular Tenerife, Secc Montes, Santa Cruz de Tenerife 38200, Canary Islands, Spain; [Gil, L] ETSIM UPM, Unidad Anat Fisiol & Genet, Madrid 28040, Spain	Garcia-Del-Rey, E (reprint author), Univ La Laguna, Fac Biol, Dept Ecol, E-38206 Tenerife, Canary Islands, Spain.	edugdr@ull.es	Fernandez-Palacios, Jose Maria/H-2054-2015; Gil, Luis/E-3216-2014	Fernandez-Palacios, Jose Maria/0000-0001-9741-6878; Gil, Luis/0000-0002-5252-2607	0	34	UNIVERSITE LAVAL	ST FOY	PAVILLON CHARLES-EUGENE MARCHAND, LOCAL 0166, ST FOY, QUEBEC G1K 7P4, CANADA	http:www.ecoscience.ulaval.ca	1195-6860		ECOSCIENCE	Ecoscience	2010		17	3				298	311	14	10.2980/17-3-3321	662RA	CCC:000282827800007					2019-04-10
J	Nappi, ADrapeau, PSaint-Germain, MAngers, VA	Nappi, Antoine; Drapeau, Pierre; Saint-Germain, Michel; Angers, Virginie A.		Effect of fire severity on long-term occupancy of burned boreal conifer forests by saproxylic insects and wood-foraging birds	INTERNATIONAL JOURNAL OF WILDLAND FIRE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	American three-toed woodpecker, Arhopalus foveicollis, black-backed woodpecker, black spruce, brown creeper, Cerambycidae, Certhia americana, Picoides arcticus, Picoides dorsalis, Scolytinae	BLACK SPRUCE, NATURAL-DISTURBANCE, BEETLE ASSEMBLAGES, 3-TOED WOODPECKERS, WESTERN QUEBEC, NORTH-AMERICA, COLEOPTERA, COMMUNITIES, MANAGEMENT, WILDFIRE	Fire severity can vary greatly within and among burns, even in the Canadian boreal forest where fire regimes consist mostly of stand-replacing fires. We investigated the effects of fire severity on the long-term occupancy of burns by (i) saproxylic insects and (ii) three wood-foraging birds. Based on observations made 6 to 11 years after fire in burned conifer forests that varied in fire severity in Quebec, Canada, our results indicate that low-severity portions of the burns likely provided snag conditions suitable for the long-term presence of deadwood-associated insects and birds. The black-backed woodpecker, a post-fire forest specialist, was still abundant 6 and 8 years after fire. This pattern was likely explained by the persistence of several saproxylic insect species that are associated with recently dead trees and by the positive effect of lower fire severity on the abundance of Arhopalus foveicollis, a cerambycid with a long life cycle in dead wood. The American three-toed woodpecker and the brown creeper, and their associated prey (Scolytinae beetles), were more abundant in burned stands of lower v. higher severity. We conclude that less severely burned snags and stands within high-severity burns may favour the long-term presence of trophic webs that involve saproxylic insects and wood-foraging birds in burned boreal forests.	[Nappi, A; Drapeau, P; Saint-Germain, M; Angers, VA] Univ Quebec, Dept Sci Biol, Ctr Forest Res, Montreal, PQ H3C 3P8, Canada	Nappi, A (reprint author), Bur Forestier Chef, 845 Blvd St Joseph, Roberval, PQ G8H 2L6, Canada.	antoine.nappi@fec.gouv.qc.ca			3	47	CSIRO PUBLISHING	COLLINGWOOD	150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA	http://www.publish.csiro.au	1049-8001		INT J WILDLAND FIRE	Int. J. Wildland Fire	2010		19	4				500	511	12		614JV	CCC:000279054900010					2019-04-10
J	Bonnot, TWMillspaugh, JJRumble, M	Bonnot, Thomas W.; Millspaugh, Joshua J.; Rumble, Mark		Multi-scale nest-site selection by black-backed woodpeckers in outbreaks of mountain pine beetles	FOREST ECOLOGY AND MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	Discrete choice, Wood borer, Picoides arcticus, Post-fire, Habitat	PICOIDES-TRIDACTYLUS, RESOURCE SELECTION, BIRD POPULATIONS, CONIFER FORESTS, SIERRA-NEVADA, FIRE, ABUNDANCE, WILDFIRE, ECOLOGY, COMMUNITIES	Areas of mountain pine beetle (Dendroctonus ponderosae Hopkins) outbreaks in the Black Hills can provide habitat for black-backed woodpeckers (Picoides arcticus), a U.S. Forest Service, Region 2 Sensitive Species. These outbreaks are managed through removal of trees infested with mountain pine beetles to control mountain pine beetle populations and salvage timber resources. To minimize impacts to black-backed woodpeckers while meeting management objectives, there is a need to identify characteristics of these areas that support black-backed woodpeckers. We examined the habitat associations of this species nesting in areas of beetle outbreaks in the Black Hills, South Dakota in 2004 and 2005. We used an information theoretic approach and discrete choice models to evaluate nest-site selection of 42 woodpecker nests at 3 spatial scales-territory, nest area, and nest tree. At the territory scale (250 m around nest), availability and distribution of food best explained black-backed woodpecker selection of beetle outbreaks versus the surrounding forest. Selection at the territory scale was positively associated with densities of trees currently infested by mountain pine beetles and indices of wood borer (Cerambycidae and Buprestidae) abundance, and was greatest at distances of 50-100 m from the nearest patch of infestation. At the nest-area scale (12.5 m radius around the nest), densities of snags positively influenced nest-area selection. Finally, at the nest-tree scale, aspen (Populus tremuloides) and 3-5-year-old ponderosa pine (Pinus ponderosa) snags were important resources. The association between abundant wood-boring insects and black-backed woodpeckers creates a difficult challenge for forest managers. In the absence of fire, areas of beetle outbreak might serve as the only substantial source of habitat in the Black Hills. Regulating insect populations via salvage logging will reduce key food resources to black-backed woodpeckers during nesting. Therefore, given the relatively infrequent occurrence of large-scale fire in the Black Hills, management should recognize the importance of beetle-killed forests to the long-term viability of the black-backed woodpecker population in the Black Hills. (C) 2009 Elsevier B.V. All rights reserved.	[Bonnot, TW; Millspaugh, JJ] Univ Missouri, Dept Fisheries & Wildlife Sci, Columbia, MO 65211 USA; [Rumble, M] US Forest Serv, USDA, Rocky Mt Res Stn, Rapid City, SD 57702 USA	Bonnot, TW (reprint author), Univ Missouri, Dept Fisheries & Wildlife Sci, 302 Nat Resources Bldg, Columbia, MO 65211 USA.	bonnott@missouri.edu; millspaughj@missouri.edu; mrumble@fs.fed.us		Bonnot, Thomas/0000-0001-7114-8246	3	31	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	http://www.elsevier.com	0378-1127		FOREST ECOL MANAG	For. Ecol. Manage.	2009	DEC	259	2				220	228	9		534IO	CCC:000272890000009					2019-04-10
