PT	UT	AN	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA
J	BIOSIS:PREV201500245144	PREV201500245144		Article		Avian responses to varying intensity of cattle production in Spartina densiflora saltmarshes of south-eastern South America		Augusto Cardoni, Daniel (acardoni@mdp.edu.ar) ; Pablo Isacch, Juan; Iribarne, Oscar									Emu		2015		115	1	12-19	12	19	English						0	17	Saltmarshes of Spartina densiflora in south-eastern South America have been modified by anthropogenic activities, mainly production of livestock. We examined the effect of the intensity of cattle production on the structure of saltmarsh vegetation and the effect of these changes to vegetation on the richness, composition and size of the avian populations and the abundance of nests. The levels of cattle production were based on the combined intensity of prescribed burning and cattle grazing, classed as: (1) High grazing - High burning (HH), (2) Low grazing - Low burning (LL) and (3) No grazing - No burning (NN). Cattle production altered the vegetation structure of saltmarshes and indirectly modified the richness, composition and size of their avian populations and the abundance of nests. Saltmarshes with either LL or NN production levels were inhabited by tall grassland specialists and generalists and by species specialised to live in a mosaic of short and tall grassland patches. Conversely, saltmarshes with HH production levels were inhabited by short-grassland specialists. That avian species diversity does not differ between S. densiflora saltmarsh subject to low or no human impacts has several potential interpretations, which are discussed. These findings have implications for management of grasslands to maintain avian diversity.	Augusto Cardoni, Daniel; Univ Nacl Mar del Plata, Consejo Nacl Invest Cient and Tecn, IIMyC, Funes 3250,B7602AYJ, Mar Del Plata, Buenos Aires, Argentina						Environmental Sciences & Ecology; Biodiversity & Conservation; Agriculture	0158-4197	1448-5540	10.1071/MU13028		Terrestrial Ecology (Ecology, Environmental Sciences); Biodiversity; Animal Husbandry (Agriculture)	07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 26502, Animal production - General and methods; 27002, Poultry production - General and methods	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [Aves]/Artiodactyla, Mammalia, Vertebrata, Chordata, Animalia; Animals, Artiodactyls, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Vertebrates; Bovidae [85715]; [cattle]/Monocotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Monocots, Plants, Spermatophytes, Vascular Plants; Gramineae [25305]; [Spartina densiflora]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Anthus correndera; correndera pipit]					South America; Neotropical region				species composition; species richness; anthropogenic activity; saltmarsh vegetation				2019-04-10	
J	BIOSIS:PREV201500174274	PREV201500174274		Article		Birds, charcoal and cattle: Bird community responses to human activities in an oak forest landscape shaped by charcoal extraction		Maya-Elizarraras, Elisa; Schondube, Jorge E. (chon@cieco.unam.mx)									Forest Ecology and Management		2015	JAN 1 2015	335		118-128	118	128	English						0	21	Oak forests around the world have been widely used to obtain firewood and produce charcoal and like other habitats have been affected by the increasing development of livestock activities. Oak forests from western Mexico are one of the five priority habitats for the conservation of birds at a continental level and are the repository of the highest number of endemic bird species in this megadiverse country. We studied how charcoal extraction and the use of oak forest for cattle grazing affect bird communities. We focused our work on oak forest patches with four different management units that include three successional stages that occur after most of the trees have been removed for charcoal production and cattle-grazing is conducted, and mature oak forest patches with little wood extraction and no cattle-grazing. We used unlimited radius point counts to survey avian communities, and compared their richness, composition, density, structure and similarity among the different management units. We found that resident bird species, summer migrants and Neotropical migrant bird species used the four management units differently. Resident bird species used all habitat units similarly. Winter migrants as a group were present in the different management units, however while some species used habitats with cattle, other species used habitats with no cattle-grazing. Finally, summer migrants used habitat units with tall trees and high values of tree and shrub richness, and tended to avoid the early successional unit. Both charcoal extraction and cattle grazing worked in synergy decreasing the species richness and the equity of the bird communities. Management strategies should include active conservation of undisturbed oak forest areas because they play an essential role to-maintain resident bird species in the landscape. (C) 2014 Elsevier B.V. All rights reserved.	Schondube, Jorge E.; Univ Nacl Autonoma Mexico, Ctr Invest Ecosistemas, Antigua Carretera Patzcuaro 8701, Morelia 58190, Michoacan, Mexico						Meteorology & Atmospheric Sciences; Anthropology; Environmental Sciences & Ecology; Biodiversity & Conservation	0378-1127	1872-7042	10.1016/j.foreco.2014.09.024		Climatology (Environmental Sciences); Human Ecology (Anthropology); Terrestrial Ecology (Ecology, Environmental Sciences); Biodiversity; Wildlife Management (Conservation)	00512, General biology - Conservation and resource management; 05500, Social biology and human ecology; 07502, Ecology: environmental biology - General and methods; 07504, Ecology: environmental biology - Bioclimatology and biometeorology; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 07518, Ecology: environmental biology - Wildlife management: terrestrial	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]/Artiodactyla, Mammalia, Vertebrata, Chordata, Animalia; Animals, Artiodactyls, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Vertebrates; Bovidae [85715]; [cattle]/Plantae; Plants, Spermatophytes, Vascular Plants; Spermatophyta [25000]; [tree] [shrub]							charcoal extraction; applied and field techniques		species composition; human activity; species habitat; species richness; species density; species structure; animal grazing; oak forest management				2019-04-10	
J	BIOSIS:PREV201500114070	PREV201500114070		Article		Stand-Level Bird Response to Experimental Forest Management in the Missouri Ozarks		Kendrick, Sarah W. (sarahwkendrick@gmail.com) ; Porneluzi, Paul A.; Thompson, Frank R., III; Morris, Dana L.; Haslerig, Janet M.; Faaborg, John									Journal of Wildlife Management		2015	JAN 2015	79	1	50-59	50	59	English						8	69	Long-term landscape-scale experiments allow for the detection of effects of silviculture on bird abundance. Manipulative studies allow for strong inference on effects and confirmation of patterns from observational studies. We estimated bird-territory density within forest stands (2.89-62ha) for 19 years of the Missouri Ozark Forest Ecosystem Project (MOFEP), a 100-year experiment designed to study the effects of even-age and uneven-age management on wildlife. We spot-mapped territories of 15 species in 228 stands for 5 years before treatment and 14 years after treatment to assess the effects of stand-level silvicultural treatments (clearcut, select cut, thin, and no-harvest) applied within even-age, uneven-age, or no-harvest (control) management sites and year on avian territory density. We used 2 a priori contrasts to compare pre-treatment bird densities with densities during early (3-5 yr) and late (12-14 yr) post-treatment periods. The interaction of silvicultural treatment and year had significant effects on the densities of all 15 species. Densities of hooded warbler (Setophaga citrina), indigo bunting (Passerina cyanea), prairie warbler (Setophaga discolor), and yellow-breasted chat (Icteria virens) increased significantly 3-5 years post-treatment with the greatest changes in clearcuts, but densities 12-14 years post-treatment did not differ from pre-treatment densities. Densities of Acadian flycatcher (Empidonax virescens), wood thrush (Hylocichla mustelina), and especially ovenbird (Seiurus aurocapilla) had significant decreases in clearcut stands after treatment and lesser decreases in select cut or thin stands post-treatment. Densities of black-and-white warbler (Mniotilta varia), eastern wood-pewee (Contopus virens), and Kentucky warbler (Geothlypis formosa) increased in clearcut, thin, and select cut stands, but these increases were short-lived and sporadic by year after treatment. Densities of Acadian flycatcher and ovenbird remained lower in clearcut stands than no-harvest stands 13 years post-treatment. The results of this manipulative experiment were mostly consistent with our predictions of bird response to common silvicultural treatments in these forests. Managers can use these species-specific responses to silvicultural treatment to guide management decisions for target species or to balance management practices in a landscape to meet the needs of multiple species. (c) 2014 The Wildlife Society.	Kendrick, Sarah W.; Univ Missouri, Div Biol Sci, 302 Anheuser Busch Nat Resources Bldg, Columbia, MO 65211 USA						Forestry; Environmental Sciences & Ecology; Biodiversity & Conservation	0022-541X	1937-2817	10.1002/jwmg.804		Forestry; Terrestrial Ecology (Ecology, Environmental Sciences); Biodiversity	07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 53500, Forestry and forest products	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Cuculiformes [85528]; [Coccyzus americanus; yellow-billed cuckoo]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Passerina cyanea; indigo bunting] [Empidonax virescens; Acadian flycatcher] [Hylocichla mustelina; wood thrush] [Piranga rubra; summer tanager] [Seiurus aurocapilla; ovenbird] [Icteria virens; yellow-breasted chat] [Helmitheros vermivorus; worm-eating warbler] [Mniotilta varia; black and white warbler] [Contopus virens; eastern wood-pewee] [Piranga olivacea; scarlet tanager] [Setophaga discolor; prairie warbler] [Setophaga citrina; hooded warbler] [Setophaga americana; northern parula] [Geothlypis formosa; Kentucky warbler]					Missouri; USA, North America; Nearctic region				forest management; species density; understory vegetation				2019-04-10	
J	BIOSIS:PREV201800093410	PREV201800093410		Article		Estimating density of secretive terrestrial birds (Siamese Fireback) in pristine and degraded forest using camera traps and distance sampling		Suwanrat, Saranphat (saranph.su@gmail.com) ; Ngoprasert, Dusit; Sutherland, Christopher; Suwanwaree, Pongthep; Savini, Tommaso									Global Ecology and Conservation		2015	JAN 2015	3		596-606	596	606	English						3	5	Tropical Asian Galliformes are secretive and difficult to survey. Many of these species are considered "at risk'' due to habitat degradation although reliable density estimates are lacking. Using camera trapping and distance sampling data collected on the Siamese Fireback (Lophura diardi) in northeastern Thailand, we compared density estimates for pristine and degraded lowland forest. Density was poorly estimated using distance sampling, likely due to small sample size arising from poor visibility in dense vegetation and bird's sensitivity to observers. We analysed camera trap data using both count-based and presence/absence-based methods. Those density estimates had narrower confidence intervals than those obtained using distance sampling. Estimated density was higher in dry evergreen forest (5.6 birds km(-2)), than in old forest plantations (0.2 birds km(-2)), perhaps because dense forest habitats provide Firebacks with more resources and refuge from predation. Our results suggest that camera trap data can be used for estimating density of cryptic terrestrial bird species inhabiting tropical forest that lack unique identification markings. However, this technique requires that the effective sampling area is known and thus requires knowledge of the animal home range size. (C) 2015 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).	Suwanrat, Saranphat; King Mongkuts Univ Technol Thonburi, Conservat Ecol Program, 49 Soi Tienthalay 25,Bangkhuntien Chaithalay Rd, Bangkok 10150, Thailand			Sutherland, Chris/0000-0003-2073-1751			Biodiversity & Conservation; Forestry; Environmental Sciences & Ecology	2351-9894	2351-9894	10.1016/j.gecco.2015.01.010		Conservation; Forestry; Terrestrial Ecology (Ecology, Environmental Sciences)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 53500, Forestry and forest products	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Galliformes [85536]; [Lophura diardi] [siamese fireback]					Thailand; Asia; Oriental region		survey; applied and field techniques		degraded forest; camera trap; species habitat degradation	DOAJ Gold			2019-04-10	
J	BIOSIS:PREV201700688135	PREV201700688135		Article		Understorey bird abundance and diversity before and after a forest fire in Mangala Forest Reserve on the eastern slopes of the Uluguru Mountains, Tanzania		Werema, Chacha (cwerema@yahoo.co.uk)									Scopus		2015	JAN 2015	34		40-46	40	46	English						0	0	In July 2010 an assessment of abundance and diversity of understorey birds was undertaken in Mangala Forest using mist netting. However, in October 2010 a non-intentional fire burned the entire forest and this event provided a good opportunity to assess the extent to which birds were affected. Assessment, using mist netting, was carried out one week, three months and eight months after the fire, and comparisons made with data obtained before the forest was burned. In total, 28 species were recorded. Of these, the number recorded before the fire, one week post-fire, three months post-fire and eight months post-fire was 22, 3, 3 and 11 species respectively. The understorey bird species diversity before the forest was burned was substantially higher than diversities found afterwards. The results confirm that forest burning can have a severe negative impact on bird abundance and species richness and should be halted. Because fires start from the surrounding farmland, there is a need to construct and maintain fire breaks around entire forests.	Werema, Chacha; Univ Dar es Salaam, Dept Zool and Wildlife Conservat, POB 35064, Dar Es Salaam, Tanzania						Life Sciences & Biomedicine - Other Topics; Biodiversity & Conservation	0250-4162	2313-1799			Biogeography (Population Studies); Biodiversity	07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 50528, Botany: general and systematic - Floristics and distribution	Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Leguminosae [26260]; [Julbernardia globiflora] [Brachystegia spiciforrnis]					Tanzania; Africa; Ethiopian region				species diversity; species abundance; good opportunity				2019-04-10	
J	BIOSIS:PREV201500206717	PREV201500206717		Article		Bird and beetle assemblages in relict beech forests of central Italy: a multi-taxa approach to assess the importance of dead wood in biodiversity conservation		De Zan, L. Redolfi (lara.redolfi@gmail.com) ; Battisti, C.; Carpaneto, G. M.									Community Ecology		2014	DEC 2014	15	2	235-245	235	245	English						2	44	The awareness of the importance of deadwood in forest ecosystems has increased in recent decades. Today, dead wood is recognized as a key factor affecting diversity of forest communities. Hole-nesting birds and saproxylic organisms represent an active part of the animal community through the recycle of decaying wood into the forest soils. Three relict beech forests of central Italy were surveyed for both saproxylic beetles and hole-nesting birds, using two different types of interception traps for the former group and point count method for the latter. The variables of dead wood quality were recorded from ten plots, particularly the decaying class and typology of all the wood debris with a diameter >= 5 cm. In order to correlate richness and abundance of beetles and birds in a symmetric way, we used co-inertia analysis (CoIA). To correlate in a predictive way the dead wood attributes (dead wood typology and class decay) with birds and beetles assemblages we used partial redundancy analysis (RDA). Our results showed a significant relationship between saproxylic beetle and hole-nesting bird communities. Three dead wood variables (the volume of standing dead trees, stumps and large branches on the ground) appeared to be good predictors of saproxylic beetle richness while the volume of standing dead tree and of dead trees on the ground were the same for hole-nesting birds. These results suggest specific recommendations useful for forest management and planning.	De Zan, L. Redolfi; Univ Rome Tre, Dept Sci, Viale Marconi 446, I-00146 Rome, Italy			Redolfi De Zan, Lara/0000-0002-2114-0016			Environmental Sciences & Ecology; Biodiversity & Conservation; Forestry	1585-8553	1588-2756	10.1556/ComEc.15.2014.2.12		Terrestrial Ecology (Ecology, Environmental Sciences); Conservation; Biodiversity; Forestry	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 53500, Forestry and forest products; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]/Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Coleoptera [75304]; [beetle]/Organisms; Organisms; Organisms [00500]; [saproxylic organism]					Central Italy; Italy, Europe; Palearctic region		co-inertia analysis; CoIA; mathematical and computer techniques		forest management; species diversity; species abundance; biodiversity conservation; forest ecosystem; species assemblage; beech forest; forest planning; wood debris; animal community; dead wood recycle; dead wood quality; dead wood typology				2019-04-10	
J	BIOSIS:PREV201500206719	PREV201500206719		Article		Woodland bird response to landscape connectivity in an agriculture-dominated landscape: a functional community approach		Gil-Tena, A. (assu.gil@ctfc.es) ; Nabucet, J.; Mony, C.; Abadie, J.; Saura, S.; Butet, A.; Burel, F.; Ernoult, A.									Community Ecology		2014	DEC 2014	15	2	256-268	256	268	English						3	89	Over the last 30 years, ecological networks have been deployed to reduce global biodiversity loss by enhancing landscape connectivity. Bird species dwelling in woodland habitats that are embedded in agriculture-dominated landscapes are expected to be particularly sensitive to the loss of connectivity. This study aimed to determine the role of landscape connectivity in woodland bird species richness, abundance, and community similarity in north-east Brittany (north-west France). An exhaustive woodland selection protocol was carried out to minimize the effects of woodland size on the response variables. Connectivity of the woodland and forest network in the study area was evaluated using graph-theory, accounting for matrix permeability, and a characteristic median natal dispersal distance at the community level based on the bird species pool recorded in the sampled woodlands. Information-theoretic model selection, controlling for woodland size in all the cases, depicted the response of woodland birds at the community level to the connectivity of agriculture-dominated landscapes. On average, the sampled woodlands (n = 25) contained 15.5 +/- 2.4 bird species, with an abundance of 25.1 +/- 3.9, and had highly similar bird communities (species composition and proportion); eight species represented 57% of total abundance and were present in at least 22 woodlands. The performance of models improved when using effective, rather than Euclidean, interpatch distances in the connectivity assessment. Landscape connectivity was only significantly related to similarity of proportional species composition. Large woodlands contained communities with more similar species proportions in an inhospitable agricultural landscape matrix than in a more permeable one. Woodland size was the most relevant factor determining species abundance, indicating that the bird population sizes are primarily proportional to the local habitat availability. Connectivity in relation to landscape matrix permeability did not seem to induce the flow of woodland-dependent bird species that are dominant in the community but rather of matrix-dwelling bird species that are less dependent on woodland patch area. In conclusion, both habitat conservation and restoration (i.e., amount and quality), in combination with permeable landscape structures (such as heterogeneous land cover mosaics), are advocated for community level conservation strategies.	Gil-Tena, A.; Univ Rennes 1 UEB, UMR CNRS ECOBIO 6553, Observ Sci Universe Rennes, Ave Gen Leclerc, F-35042 Rennes, France		Saura, Santiago/A-9994-2008; Abadie, Juliet/G-6012-2017	Saura, Santiago/0000-0002-5239-0763; Abadie, Juliet/0000-0003-2493-2948			Environmental Sciences & Ecology; Mathematical & Computational Biology; Biodiversity & Conservation	1585-8553	1588-2756	10.1556/ComEc.15.2014.2.14		Terrestrial Ecology (Ecology, Environmental Sciences); Models and Simulations (Computational Biology); Biodiversity	04500, Mathematical biology and statistical methods; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 10515, Biophysics - Biocybernetics	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]					Brittany; France, Europe; Palearctic region		information-theoretic model; mathematical and computer techniques		species composition; agriculture-dominated landscape; species richness; species abundance; population size; habitat conservation; habitat restoration; habitat availability; landscape connectivity; community similarity; Euclidean distance; natal dispersal distance; interpatch distance; woodland size; exhaustive woodland selection protocol; forest network; landscape matrix permeability; land cover mosaic	Green Published			2019-04-10	
J	BIOSIS:PREV201500169333	PREV201500169333		Article		Occurrence patterns of Black-backed Woodpeckers in green forest of the Sierra Nevada Mountains, California, USA.		Fogg, Alissa M. (afogg@pointblue.org) ; Roberts, L. Jay; Burnett, Ryan D.									Avian Conservation and Ecology		2014	DEC 2014	9	2	Article No.: 3	3		English						0	28	Black-backed Woodpeckers (Picoides arcticus) are a rare habitat specialist typically found in moderate and high severity burned forest throughout its range. It also inhabits green forest but little is known about occurrence and habitat use patterns outside of burned areas, especially in the Sierra Nevada of California, USA. We used point count and playback surveys to detect Black-backed Woodpeckers during 2011 -2013 on 460 transects on 10 national forest units. We defined green forest as areas that had not burned at moderate or high severity since 1991 and were more than 2 km from areas burned at moderate or high severity within the previous eight years (n = 386 transects). We used occupancy models to examine green forest habitat associations and found positive relationships with elevation, latitude, northern aspects, number of snags, tree diameter, lodgepole pine (Pinus contorta) forest, and a negative relationship with slope. Estimated occupancy in green forest was higher than previously understood (0.21). In addition site colonization and extinction probability in green forest were low (0.05 and 0.19, respectively) and suggest that many of the individuals detected in green forest were not just actively dispersing across the landscape in search of burned areas, but were occupying relatively stable home ranges. The association with high elevation and lodgepole pine forest may increase their exposure to climate change as these elevation forest types are predicted to decrease in extent over the next century. Although density is high in burned forest, green forest covers significantly more area in the Sierra Nevada and should be considered in efforts to conserve this rare species.	Fogg, Alissa M.; 3820 Cypress Dr Suite 11, Petaluma, CA 94954 USA						Environmental Sciences & Ecology; Life Sciences & Biomedicine - Other Topics; Biodiversity & Conservation	1712-6568		10.5751/ACE-00671-090203		Terrestrial Ecology (Ecology, Environmental Sciences); Biogeography (Population Studies); Wildlife Management (Conservation)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 07518, Ecology: environmental biology - Wildlife management: terrestrial; 50528, Botany: general and systematic - Floristics and distribution; 62800, Animal distribution	Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [Pinus contorta; lodgepole pine]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Piciformes [85552]; [Picoides arcticus; black-backed woodpecker; (protected species)]					Sierra Nevada Mountains; California, USA, North America; Nearctic region				climate change; latitude factor; slope elevation; green forest habitat use; landscape search; burned area severity	DOAJ Gold			2019-04-10	
J	BIOSIS:PREV201500169337	PREV201500169337		Article		Interactions between ecological disturbances: burning and grazing and their effects on songbird communities in northern mixed-grass prairies		Richardson, Alexis N.; Koper, Nicola (nicola.koper@umanitoba.ca) ; White, Krystle A.									Avian Conservation and Ecology		2014	DEC 2014	9	2	Article No.: 5	5		English						4	66	Historically, North American prairies were strongly influenced by two natural disturbances, fire and grazing, and their interaction. However, the frequency and size of fires has been greatly altered over time, while native ungulates have been replaced by livestock; this may have had strong ecological influences on modern prairies. The feedback hypothesis proposes that grazing by ungulates will increase the duration of fire effects because ungulates will be attracted to burned patches. We conducted point-count surveys in burned-grazed, burned-ungrazed, unburned-grazed, and unburned-ungrazed sites over a 5-year period following fires that occurred naturally in 2006 in southern Saskatchewan, Canada, to test predictions related to avian community composition related to the feedback hypothesis. Generalized linear mixed models were used to analyze interactions among burning, grazing, and time since burning. Six of the nine avian species we studied responded positively or negatively to burning or grazing, although there were few statistically significant effects on the vegetation structure variables we measured. We found mixed evidence that grazing increased the duration of effects of burning, cumulatively providing little evidence for the feedback hypothesis. Nonetheless, effects of burning and grazing differed from and interacted with one another; for example, short-term effects of burning on Sprague's Pipits (Anthus spragueii) and Baird's Sparrows (Ammodramus bairdii) were greater than effects of grazing, and effects of grazing and burning in combination were frequently greater than effects of a single disturbance. Therefore, both should be integrated into management for the conservation of grassland songbirds.	Koper, Nicola; 70 Dysart Rd, Winnipeg, MB R3T 2M6, Canada						Environmental Sciences & Ecology; Biodiversity & Conservation	1712-6568		10.5751/ACE-00692-090205		Terrestrial Ecology (Ecology, Environmental Sciences); Biodiversity	07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Molothrus ater; brown-headed cowbird] [Anthus spragueii; sprague's pipit] [Passerculus sandwichensis; savannah sparrow] [Pooecetes gramineus; vesper sparrow] [Ammodramus bairdii; Baird's sparrow]					Saskatchewan; Canada, North America; Nearctic region				species abundance; community composition; species community; natural disturbance; ecological disturbance; grazing effect; ecological influence; feedback hypothesis	DOAJ Gold			2019-04-10	
J	BIOSIS:PREV201500146991	PREV201500146991		Article		Density and Abundance of Black-Backed Woodpeckers in a Ponderosa Pine Ecosystem		Mohren, Sean R.; Rumble, Mark A. (mrumble@fs.fed.us) ; Anderson, Stanley H.									Prairie Naturalist		2014	DEC 2014	46	2	62-69	62	69	English						0	0	Black-backed woodpeckers (Picoides arcticus) are usually associated with forest disturbance resulting in recently killed trees. While black-backed woodpeckers are attracted to areas affected by these disturbances, in the Black Hills they exist during interim disturbance periods in largely undisturbed forests. In 2012, a petition for listing black-backed woodpeckers in the Black Hills as a distinct population segment identified current population size and the population size necessary to minimize risk of extinction as key components of the decision process. Our objective was to estimate the population size of black-backed woodpeckers in the Black Hills National Forest of South Dakota and Wyoming during a period of relatively low disturbance (e.g., 2000-2001). The estimated population was 641 (95% CI = 405-990) and 456 (95% CI = 293-705) breeding pairs in 2000 and 2001, respectively. The average density of 0.12/km(2) (95% CI = 0.07-0.18) was similar to densities in other undisturbed forests. This population estimate provides a starting point for population viability analyses during periods of relatively low disturbance by fire or insects.	Rumble, Mark A.; US Forest Serv, Rocky Mt Res Stn, 8221 S Highway 16, Rapid City, SD 57702 USA						Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Biodiversity & Conservation	0091-0376				Biogeography (Population Studies); Terrestrial Ecology (Ecology, Environmental Sciences); Wildlife Management (Conservation); Biodiversity	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 07518, Ecology: environmental biology - Wildlife management: terrestrial; 50528, Botany: general and systematic - Floristics and distribution; 62800, Animal distribution	Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [ponderosa pine]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Piciformes [85552]; [Picoides arcticus; black-backed woodpecker; (protected species)]					South Dakota; USA, North America; Nearctic region				species abundance; population size; population viability; undisturbed forest				2019-04-10	
J	BIOSIS:PREV201500087684	PREV201500087684		Article		Effects of Patagonian pine forestry on native breeding birds		Pescador, Moises (moises@usal.es) ; Peris, Salvador									Forest Systems		2014	DEC 2014	23	3	403-410	403	410	English						0	25	Aim of the study: The objective is to assess the influences of the tree stand age and other forestry management practices on species richness, composition, and distribution of the Patagonian pine plantation bird assemblages.Area of study: The work was carried out in forested plots of Ponderosa pine located at the Lanin National Park (Patagonia, Argentina).Material and methods: Birds were sampled using 25 m fixed radius point counts, at four plots varying in age, management, and forest structure.Main results: A total of 2090 individuals belonging to 34 bird species were observed, their numbers vary significantly depending on the different modes of plantation management. The population density of the 14 most abundant bird species was compared among the four plantation plots and ten species don't show statistically significant differences in their population density among the different forest plots. The California Quail, the White-Crested Elaenia and the Southern House Wren showed higher densities in pine plantations with lower tree densities and fewer cutting treatments. The Diuca Finch had high densities in the younger plantations not subjected to any treatment.Research highlights: Most of these bird species are opportunistic and a few are found more regularly in these non-native woods than in other native forested or afforested areas. Our data suggest that a mixed scenario based on a mosaic of plantation with patches of native deciduous forest may help maximize the bird diversity in the management of northwestern Patagonian plantation landscapes.	Pescador, Moises; Univ Salamanca, Fac Ciencias Agr and Ambientales, Avda Filiberto Villalobos 119-129, Salamanca 37007, Spain			Peris, Salvador/0000-0001-5047-9548			Life Sciences & Biomedicine - Other Topics; Forestry; Environmental Sciences & Ecology; Biodiversity & Conservation	2171-5068	2171-9845	10.5424/fs/2014233-03557		Biogeography (Population Studies); Forestry; Terrestrial Ecology (Ecology, Environmental Sciences); Biodiversity	07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 50528, Botany: general and systematic - Floristics and distribution; 53500, Forestry and forest products; 62800, Animal distribution	Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [pine]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Galliformes [85536]; [California quail]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [house wren] [White crested elaenia]					Patagonia; Argentina, South America; Neotropical region				species composition; species richness; population density; species distribution; deciduous forest; forest structure; species assemblage; forestry management; plantation management; afforested area; northwestern landscape	DOAJ Gold			2019-04-10	
