PT	AN	DT	TI	FT	AU	CA	SO	VL	IS	PS	PY	PD	LA	U1	U2	AB	A2	C1	RI	OI	MH	SS	ID	SD	GN	CN	NM	SF	SC	SN	JC	PA	GI	OB	SA	IV	NR	RC	NO	PE	NT	DI	UT	OA	HC	HP	DA
J	23506201	Journal Article; Research Support, Non-U.S. Gov't	Patterns of bird functional diversity on land-bridge island fragments.		Ding, Zhifeng; Feeley, Kenneth J; Wang, Yanping; Pakeman, Robin J; Ding, Ping		The Journal of animal ecology	82	4	781-90	2013	2013 Jul (Epub 2013 Mar 18)	English	1	116	© 2013 The Authors. Journal of Animal Ecology © 2013 British Ecological Society.The loss of species diversity due to habitat fragmentation has been extensively studied. In contrast, the impacts of habitat fragmentation on functional diversity remains relatively poorly understood. We conducted bird functional diversity studies on a set of 41 recently isolated land-bridge islands in the Thousand Island Lake, China. We analysed differences in bird species richness and a recently developed suite of complementary functional diversity indices (FRic, volume of functional space occupied; FEve, evenness of abundance distribution in the functional trait space; FDiv, divergence in the distribution of abundance in the trait volume) across different gradients (island area and isolation). We found no correlations between FRic and FEve or FEve and FDiv, but negative correlations between FRic and FDiv. As predicted, island area accounted for most of the variation in bird species richness, whereas isolation explained most of the variation in species evenness (decreasing species evenness with increasing isolation). Functional diversity appears to be more strongly influenced by habitat filtering as opposed to limiting similarity. More specifically, across all islands, both FRic and FEve were significantly lower than expected for randomly assembled communities, but FDiv showed no clear patterns. FRic increased with island area, FEve decreased with island area and FDiv showed no clear patterns. Our finding that FEve decreases with island area at TIL may indicate low functional stability on such islands, and as such large islands and habitat patches may deserve extra attention and/or protection. These results help to demonstrate the importance of considering the effects of fragmentation on functional diversity in habitat management and reserve design plans.		The Key Laboratory of Conservation Biology for Endangered Wildlife of the Ministry of Education, College of Life Sciences, Zhejiang University, Hangzhou, China.	Ding, Ping/H-1817-2015; Pakeman, Robin/P-7338-2015; Ding, Zhifeng/L-1698-2013; Feeley, Kenneth/A-7631-2009	Pakeman, Robin/0000-0001-6248-4133; Ding, Zhifeng/0000-0001-6631-5046	Animals. *Biodiversity. Birds / *classification; *physiology. China. *Islands. Models, Biological. Species Specificity	Index Medicus	Thousand Island Lake; bird community; functional divergence; functional evenness; functional richness; habitat filtering; land‐bridge islands						Biodiversity & Conservation; Zoology; Life Sciences & Biomedicine - Other Topics; Immunology (provided by Clarivate Analytics)	1365-2656	0376574	England			MEDLINE			 / 12 Dec 2014 / 24 Apr 2014		18 Mar 2013		10.1111/1365-2656.12046	MEDLINE:23506201				2019-04-10
J	23610170	Journal Article; Research Support, Non-U.S. Gov't; Review	The natural and social history of the indigenous lands and protected areas corridor of the Xingu River basin.		Schwartzman, Stephan; Boas, Andre Villas; Ono, Katia Yukari; Fonseca, Marisa Gesteira; Doblas, Juan; Zimmerman, Barbara; Junqueira, Paulo; Jerozolimski, Adriano; Salazar, Marcelo; Junqueira, Rodrigo Prates; Torres, Mauricio		Philosophical transactions of the Royal Society of London. Series B, Biological sciences	368	1619	20120164	2013	2013 Jun 05	English	1	57	The 280,000 km Xingu indigenous lands and protected areas (ILPAs) corridor, inhabited by 24 indigenous peoples and about 215 riverine (ribeirinho) families, lies across active agriculture frontiers in some of the historically highest-deforestation regions of the Amazon. Much of the Xingu is anthropogenic landscape, densely inhabited and managed by indigenous populations over the past millennium. Indigenous and riverine peoples' historical management and use of these landscapes have enabled their long-term occupation and ultimately their protection. The corridor vividly demonstrates how ILPAs halt deforestation and why they may account for a large part of the 70 per cent reduction in Amazon deforestation below the 1996-2005 average since 2005. However, ongoing and planned dams, road paving, logging and mining, together with increasing demand for agricultural commodities, continued degradation of upper headwaters outside ILPA borders and climate change impacts may render these gains ephemeral. Local peoples will need new, bottom-up, forms of governance to gain recognition for the high social and biological diversity of these territories in development policy and planning, and finance commensurate with the value of their ecosystem services. Indigenous groups' reports of changing fire and rainfall regimes may themselves evidence climate change impacts, a new and serious threat.		Environmental Defense Fund, 1875 Connecticut Avenue, NW, Washington, DC 20009, USA. steves@edf.org		Fonseca, Marisa/0000-0001-6453-2215	Agriculture / *methods; trends. Brazil. Climate. Conservation of Natural Resources / *methods. Ecosystem. Fires. Humans. Population Density. Rain. *Rivers. Seasons	Index Medicus							Agriculture; Meteorology & Atmospheric Sciences; Environmental Sciences & Ecology (provided by Clarivate Analytics)	1471-2970	7503623	England		NLM	MEDLINE			 / 29 Nov 2013 / 20 Feb 2017	Erratum in: Philos Trans R Soc Lond B Biol Sci. 2013 Aug 19;368(1624):20130308	22 Apr 2013		10.1098/rstb.2012.0164	MEDLINE:23610170	Green Published			2019-04-10
J	24282585	Journal Article; Research Support, Non-U.S. Gov't	Landscape-scale disturbances modified bird community dynamics in successional forest environment.		Zhao, Qing; Azeria, Ermias T; Le Blanc, Melanie-Louise; Lemaitre, Jerome; Fortin, Daniel		PloS one	8	11	e81358	2013	2013 	English	1	57	Ecosystem-based forest management strives to develop silvicultural practices that best emulate natural disturbances such as wildfire to conserve biodiversity representative of natural forest ecosystems. Yet, current logging practices alter forest structure and reduce the proportion of old-growth forest and, consequently, can exert long-term effects on the dynamics of forest biota. The stand- and landscape-scale factors driving bird community dynamics in post-disturbance environment remain poorly understood. In this study, we examined bird community dynamics along successional gradients in boreal ecosystems originating from fire and logging in landscapes dominated by old-growth forest. We tested if bird species richness and community compositions in clear-cutting stands became comparable to those in natural stands after 70 years, and identified the relative contributions of stand- and landscape-scale forest attributes in bird community dynamics. Based on records of bird occurrences at 185 field sites in natural and clearcutting stands, we demonstrate that (1) both forest structures and bird communities underwent evident changes along successional gradients in post-clearcutting environment; (2) bird species richness and community composition in 60- to 70-years-old clearcutting stands still differed from those in 50- to 79-years-old natural stands, in spite of the fact that most forest attributes of clearcutting stands became comparable to those of natural stands after 40 years; and (3) landscape disturbances contributed more than stand characteristics in explaining the lack of convergence of mature forest species, residents, and short-distance migrants in post-clearcutting environment. Our study points out that more regards should be paid to improve the landscape configuration of the managed forests, and implies that old-growth forest retention within logged areas, combined with selection cutting and prolonged logging rotations, can better emulate fire and alleviate forest harvesting effects on bird community assemblages typical of natural boreal ecosystem.		Departement de Biologie, Universite Laval, Quebec, Quebec, Canada.	Zhao, Qing/K-3486-2015; Lemaitre, Jerome/S-1337-2017	Zhao, Qing/0000-0003-2759-1114; Lemaitre, Jerome/0000-0001-7736-111X	Animals. *Birds. Population Dynamics. *Trees	Index Medicus							Zoology; Plant Sciences (provided by Clarivate Analytics)	1932-6203	101285081	United States		NLM	MEDLINE			 / 05 Aug 2014 / 20 Feb 2017		25 Nov 2013		10.1371/journal.pone.0081358	MEDLINE:24282585	DOAJ Gold, Green Published			2019-04-10
J	23533659	Journal Article	Effects of management intervention on post-disturbance community composition: an experimental analysis using bayesian hierarchical models.		Giovanini, Jack; Kroll, Andrew J; Jones, Jay E; Altman, Bob; Arnett, Edward B		PloS one	8	3	e59900	2013	2013  (Epub 2013 Mar 22)	English	0	66	As human demand for ecosystem products increases, management intervention may become more frequent after environmental disturbances. Evaluations of ecological responses to cumulative effects of management interventions and natural disturbances provide critical decision-support tools for managers who strive to balance environmental conservation and economic development. We conducted an experiment to evaluate the effects of salvage logging on avian community composition in lodgepole pine (Pinus contorta) forests affected by beetle outbreaks in Oregon, USA, 1996-1998. Treatments consisted of the removal of lodgepole pine snags only, and live trees were not harvested. We used a bayesian hierarchical model to quantify occupancy dynamics for 27 breeding species, while accounting for variation in the detection process. We examined how magnitude and precision of treatment effects varied when incorporating prior information from a separate intervention study that occurred in a similar ecological system. Regardless of which prior we evaluated, we found no evidence that the harvest treatment had a negative impact on species richness, with an estimated average of 0.2-2.2 more species in harvested stands than unharvested stands. Estimated average similarity between control and treatment stands ranged from 0.82-0.87 (1 indicating complete similarity between a pair of stands) and suggested that treatment stands did not contain novel assemblies of species responding to the harvesting prescription. Estimated treatment effects were positive for twenty-four (90%) of the species, although the credible intervals contained 0 in all cases. These results suggest that, unlike most post-fire salvage logging prescriptions, selective harvesting after beetle outbreaks may meet multiple management objectives, including the maintenance of avian community richness comparable to what is found in unharvested stands. Our results provide managers with prescription alternatives to respond to severe beetle outbreaks that continue to occur across extensive portions of the dry forests of western North America.		Statistics, Mathematics, and Operations Research, Weyerhaeuser NR, Federal Way, Washington, United States of America.			Animals. *Bayes Theorem. Coleoptera. Ecosystem. Humans. *Models, Theoretical. Pinus. Population Dynamics. *Trees. United States	Index Medicus							Mathematics; Environmental Sciences & Ecology; Plant Sciences (provided by Clarivate Analytics)	1932-6203	101285081	United States		NLM	MEDLINE			 / 11 Sep 2013 / 16 Nov 2017		22 Mar 2013		10.1371/journal.pone.0059900	MEDLINE:23533659	DOAJ Gold, Green Published			2019-04-10
J	23840322	Journal Article; Research Support, Non-U.S. Gov't	The Conservation Value of Traditional Rural Landscapes: The Case of Woodpeckers in Transylvania, Romania.		Dorresteijn, Ine; Hartel, Tibor; Hanspach, Jan; von Wehrden, Henrik; Fischer, Joern		PloS one	8	6	e65236	2013	2013 	English	3	69	Land use change is a major threat to global biodiversity. Forest species face the dual threats of deforestation and intensification of forest management. In regions where forests are under threat, rural landscapes that retain structural components of mature forests potentially provide valuable additional habitat for some forest species. Here, we illustrate the habitat value of traditional wood pastures for a woodpecker assemblage of six species in southern Transylvania, Romania. Wood pastures are created by long-term stable silvo-pastoral management practices, and are composed of open grassland with scattered large, old trees. Because of their demanding habitat requirements, woodpeckers share habitat with many other bird species, and have been considered as possible indicator species for bird species diversity. We first compared woodpecker assemblages between forests and wood pastures. Second, we grouped features of wood pastures into three spatial contexts and addressed how these features related to the occurrence of three woodpecker species that are formally protected. Woodpecker species composition, but not the number of species, differed between forests and wood pastures, with the green woodpecker occurring more commonly in wood pastures, and the lesser spotted woodpecker more commonly in forests. Within wood pastures, the intermediate context (especially surrounding forest cover) best explained the presence of the grey-headed and middle spotted woodpecker. By contrast, variables describing local vegetation structure and characteristics of the surrounding landscape did not affect woodpecker occurrence in wood pastures. In contrast to many other parts of Europe, in which several species of woodpeckers have declined, the traditional rural landscape of Transylvania continues to provide habitat for several woodpecker species, both in forests and wood pastures. Given the apparent habitat value of wood pastures for woodpeckers we recommend wood pastures be explicitly considered in relevant policies of the European Union, namely the Habitats Directive and the EU Common Agricultural Policy.		Faculty of Sustainability, Leuphana University Lueneburg, Luneburg, Germany.	Fischer, Joern/C-6625-2012	Fischer, Joern/0000-0003-3187-8978; Dorresteijn, Ine/0000-0001-9785-4982	*Agriculture / methods; standards. Animals. Biodiversity. *Birds / classification. Conservation of Natural Resources / *methods. Demography. *Ecosystem. *Forests. Grassland. Human Activities. Humans. Romania	Index Medicus							Agriculture; Biodiversity & Conservation; Zoology; Environmental Sciences & Ecology; Demography (provided by Clarivate Analytics)	1932-6203	101285081	United States			MEDLINE			 / 31 Oct 2017 / 25 Jul 2018		19 Jun 2013		10.1371/journal.pone.0065236	MEDLINE:23840322	DOAJ Gold, Green Published			2019-04-10
J	23068160	Journal Article; Research Support, Non-U.S. Gov't	Spatial autocorrelation in farmland grasshopper assemblages (Orthoptera: Acrididae) in western France.		Badenhausser, I; Gouat, M; Goarant, A; Cornulier, T; Bretagnolle, V		Environmental entomology	41	5	1050-61	2012	2012 Oct	English	0	35	Agricultural intensification in western Europe has caused a dramatic loss of grassland surfaces in farmlands, which have resulted in strong declines in grassland invertebrates, leading to cascade effects at higher trophic levels among consumers of invertebrates. Grasshoppers are important components of grassland invertebrate assemblages in European agricultural ecosystems, particularly as prey for bird species. Understanding how grasshopper populations are distributed in fragmented landscapes with low grassland availability is critical for both studies in biodiversity conservation and insect management. We assessed the range and strength of spatial autocorrelation for two grasshopper taxa (Gomphocerinae subfamily and Calliptamus italicus L.) across an intensive farmland in western France. Data from surveys carried out over 8 yr in 1,715 grassland fields were analyzed using geostatistics. Weak spatial patterns were observed at small spatial scales, suggesting important local effects of management practices on grasshopper densities. Spatial autocorrelation patterns for both grasshopper taxa were only detected at intermediate scales. For Gomphocerinae, the range of spatial autocorrelation varied from 802 to 2,613 m according to the year, depending both on grasshopper density and on grassland surfaces in the study site, whereas spatial patterns for the Italian locust were more variable and not related to grasshopper density or grassland surfaces. Spatial patterns in the distribution of Gomphocerinae supported our hypothesis that habitat availability was a major driver of grasshopper distribution in the landscape, and suggested it was related to density-dependent processes such as dispersal.		Centre d'Etudes Biologiques de Chize, CNRS, UPR 1934, F-79360 Beauvoir sur Niort, France.	Cornulier, Thomas/G-6841-2014	Cornulier, Thomas/0000-0003-2738-4801	*Agriculture. Animals. Ecosystem. France. *Grasshoppers. Population Density	Index Medicus							Agriculture; Environmental Sciences & Ecology; Zoology; Entomology (provided by Clarivate Analytics)	1938-2936	7502320	England			MEDLINE			 / 26 Apr 2013 / 16 Oct 2012				10.1603/EN11256	MEDLINE:23068160				2019-04-10
J	23094375	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Soil carbon sequestration in prairie grasslands increased by chronic nitrogen addition.		Fornara, Dario A; Tilman, David		Ecology	93	9	2030-6	2012	2012 Sep	English	10	201	Human-induced increases in nitrogen (N) deposition are common across many terrestrial ecosystems worldwide. Greater N availability not only reduces biological diversity, but also affects the biogeochemical coupling of carbon (C) and N cycles in soil ecosystems. Soils are the largest active terrestrial C pool and N deposition effects on soil C sequestration or release could have global importance. Here, we show that 27 years of chronic N additions to prairie grasslands increased C sequestration in mineral soils and that a potential mechanism responsible for this C accrual was an N-induced increase in root mass. Greater soil C sequestration followed a dramatic shift in plant community composition from native-species-rich C4 grasslands to naturalized-species-rich C3 grasslands, which, despite lower soil C gains per unit of N added, still acted as soil C sinks. Since both high plant diversity and elevated N deposition may increase soil C sequestration, but N deposition also decreases plant diversity, more research is needed to address the long-term implications for soil C storage of these two factors. Finally, because exotic C3 grasses often come to dominate N-enriched grasslands, it is important to determine if such N-dependent soil C sequestration occurs across C3 grasslands in other regions worldwide.		Environmental Sciences Research Institute, University of Ulster, Coleraine BT52 1SA, United Kingdom. d.fornara@ulster.ac.uk	Fornara, Dario/J-3315-2013	Houlton, Benjamin/0000-0002-1414-0261; Fornara, Dario/0000-0002-5381-0803	Carbon / *chemistry. *Ecosystem. Fires. Nitrogen / *chemistry; *metabolism. Plant Roots. Poaceae / *physiology. Soil / *chemistry. Time Factors	Index Medicus				0 / Soil. 7440-44-0 / Carbon. N762921K75 / Nitrogen			Environmental Sciences & Ecology; Plant Sciences; Agriculture (provided by Clarivate Analytics)	0012-9658	0043541	United States			MEDLINE			 / 29 Nov 2012 / 16 Nov 2017				10.1890/12-0292.1	MEDLINE:23094375	Bronze			2019-04-10
J	22856180	Journal Article; Research Support, U.S. Gov't, P.H.S.	Epidemiologic characterization of Colorado backyard bird flocks.		Smith, Emily I; Reif, John S; Hill, Ashley E; Slota, Katharine E; Miller, Ryan S; Bjork, Kathe E; Pabilonia, Kristy L		Avian diseases	56	2	263-71	2012	2012 Jun	English	0	18	Backyard gallinaceous bird flocks may play an important role in the spread of infectious diseases within poultry populations as well as the transmission of zoonotic diseases to humans. An epidemiologic characterization was conducted of Colorado backyard flocks to gather information on general flock characteristics, human movement of birds, human-bird interaction, biosecurity practices, and flock health. Our results suggest that backyard poultry flocks in Colorado are small-sized flocks (68.6% of flocks had < 50 birds); consist primarily of layer chickens (85.49% of flocks), show chickens (32.18% of flocks), and waterfowl (34.07% of flocks); and are primarily owned for food (meat or egg) production for the family (86.44%) or as pet or hobby birds (42.27%). The backyard flock environment may promote bird-to-bird transmission as well as bird-to-human transmission of infectious disease. Birds are primarily housed with free access to the outside (96.85%), and many are moved from the home premises (46.06% within 1 yr). Human contact with backyard flocks is high, biosecurity practices are minimal, and bird health is negatively impacted by increased movement events. Increased knowledge of backyard bird characteristics and associated management practices can provide guidelines for the development of measures to decrease disease transmission between bird populations, decrease disease transmission from birds to humans, and increase the overall health of backyard birds.		College of Veterinary Medicine and Biomedical Sciences, Colorado State University, Fort Collins, CO 80523, USA.		Miller, Ryan/0000-0003-3892-0251	Animals. *Anseriformes. Bird Diseases / classification; *epidemiology; prevention & control; *transmission. Chi-Square Distribution. Colorado / epidemiology. *Columbidae. Cross-Sectional Studies. *Galliformes. Health Surveys. Housing, Animal. Odds Ratio. Population Density. Poultry Diseases / classification; epidemiology; prevention & control; transmission. Surveys and Questionnaires	Index Medicus							Zoology; Veterinary Sciences; Mathematics; Public, Environmental & Occupational Health (provided by Clarivate Analytics)	0005-2086	0370617	United States	5 U19 CI000419-02 / NCPDCID CDC HHS		MEDLINE			 / 23 Aug 2012 / 19 Nov 2015				10.1637/9865-072811-Reg.1	MEDLINE:22856180				2019-04-10
J	22443129	Journal Article; Research Support, Non-U.S. Gov't	Effects of matrix characteristics and interpatch distance on functional connectivity in fragmented temperate rainforests.		Magrach, Ainhoa; Larrinaga, Asier R; Santamaria, Luis		Conservation biology : the journal of the Society for Conservation Biology	26	2	238-47	2012	2012 Apr	English	0	99	©2012 Society for Conservation Biology.The connectivity of remnant patches of habitat may affect the persistence of species in fragmented landscapes. We evaluated the effects of the structural connectivity of forest patches (i.e., distance between patches) and matrix class (land-cover type) on the functional connectivity of 3 bird species (the White-crested Elaenia [Elaenia albiceps], the Green-backed Firecrown Hummingbird [Sephanoides sephaniodes], and the Austral Thrush [Turdus falklandii]). We measured functional connectivity as the rate at which each species crossed from one patch to another. We also evaluated whether greater functional connectivity translated into greater ecological connectivity (dispersal of fruit and pollen) by comparing among forest patches fruit set of a plant pollinated by hummingbirds and abundance of seedlings and adults of 2 plants with bird- and wind-dispersed seeds. Interpatch distance was strongly associated with functional connectivity, but its effect was not independent of matrix class. For one of the bird-dispersed plants, greater functional connectivity for White-crested Elaenias and Austral Thrushes (both frugivores) was associated with higher densities of this plant. The lack of a similar association for the wind-dispersed species suggests this effect is linked to the dispersal vector. The abundance of the hummingbird-pollinated species was not related to the presence of hummingbirds. Interpatch distance and matrix class affect animal movement in fragmented landscapes and may have a cascading effect on the distribution of some animal-dispersed species. On the basis of our results, we believe effort should be invested in optimizing patch configuration and modifying the matrix so as to mitigate the effects of patch isolation in fragmented landscapes.		Mediterranean Institute for Advanced Studies (IMEDEA, CSIC-UIB), C/ MiquelMarques 21, E07190 Esporles, Mallorca, Balearic Islands, Spain. ainhoamagrach@hotmail.com	Magrach, Ainhoa/B-1038-2012; Santamaria, Luis/C-1438-2012; Larrinaga, Asier R./B-3826-2013	Magrach, Ainhoa/0000-0003-2155-7556; Santamaria, Luis/0000-0002-5072-2912; Larrinaga, Asier R./0000-0001-6813-8784	Animal Migration. Animals. Biodiversity. Birds / physiology. *Climate. Ecosystem. Plants. *Trees	Index Medicus							Behavioral Sciences; Biodiversity & Conservation; Zoology; Meteorology & Atmospheric Sciences; Environmental Sciences & Ecology; Plant Sciences (provided by Clarivate Analytics)	1523-1739	9882301	United States			MEDLINE			 / 16 Jul 2012 / 26 Mar 2012				10.1111/j.1523-1739.2011.01818.x	MEDLINE:22443129				2019-04-10
J	22905249	Journal Article; Research Support, Non-U.S. Gov't	Avian species richness in relation to intensive forest management practices in early seral tree plantations.		Jones, Jay E; Kroll, Andrew J; Giovanini, Jack; Duke, Steven D; Ellis, Tana M; Betts, Matthew G		PloS one	7	8	e43290	2012	2012  (Epub 2012 Aug 15)	English	0	47	BACKGROUND: Managers of landscapes dedicated to forest commodity production require information about how practices influence biological diversity. Individual species and communities may be threatened if management practices truncate or simplify forest age classes that are essential for reproduction and survival. For instance, the degradation and loss of complex diverse forest in young age classes have been associated with declines in forest-associated Neotropical migrant bird populations in the Pacific Northwest, USA. These declines may be exacerbated by intensive forest management practices that reduce hardwood and broadleaf shrub cover in order to promote growth of economically valuable tree species in plantations.METHODOLOGY AND PRINCIPAL FINDINGS: We used a Bayesian hierarchical model to evaluate relationships between avian species richness and vegetation variables that reflect stand management intensity (primarily via herbicide application) on 212 tree plantations in the Coast Range, Oregon, USA. Specifically, we estimated the influence of broadleaf hardwood vegetation cover, which is reduced through herbicide applications, on bird species richness and individual species occupancy. Our model accounted for imperfect detection. We used average predictive comparisons to quantify the degree of association between vegetation variables and species richness. Both conifer and hardwood cover were positively associated with total species richness, suggesting that these components of forest stand composition may be important predictors of alpha diversity. Estimates of species richness were 35-80% lower when imperfect detection was ignored (depending on covariate values), a result that has critical implications for previous efforts that have examined relationships between forest composition and species richness.CONCLUSION AND SIGNIFICANCE: Our results revealed that individual and community responses were positively associated with both conifer and hardwood cover. In our system, patterns of bird community assembly appear to be associated with stand management strategies that retain or increase hardwood vegetation while simultaneously regenerating the conifer cover in commercial tree plantations.		Statistics, Mathematics, and Operations Research, Weyerhaeuser NR, Federal Way, Washington, United States of America.			Animals. Bayes Theorem. Biodiversity. Birds / physiology. Computer Simulation. Coniferophyta. Conservation of Natural Resources / methods. Ecosystem. Forestry / *methods. Models, Statistical. Oregon. *Trees / physiology	Index Medicus							Mathematics; Biodiversity & Conservation; Zoology; Computer Science; Plant Sciences; Environmental Sciences & Ecology; Forestry (provided by Clarivate Analytics)	1932-6203	101285081	United States		NLM	MEDLINE			 / 11 Feb 2013 / 20 Feb 2017		15 Aug 2012		10.1371/journal.pone.0043290	MEDLINE:22905249	DOAJ Gold, Green Published			2019-04-10
J	23285153	Journal Article; Research Support, U.S. Gov't, Non-P.H.S.	Prey distribution, physical habitat features, and guild traits interact to produce contrasting shorebird assemblages among foraging patches.		VanDusen, Beth M; Fegley, Stephen R; Peterson, Charles H		PloS one	7	12	e52694	2012	2012  (Epub 2012 Dec 20)	English	2	99	Worldwide declines in shorebird populations, driven largely by habitat loss and degradation, motivate environmental managers to preserve and restore the critical coastal habitats on which these birds depend. Effective habitat management requires an understanding of the factors that determine habitat use and value to shorebirds, extending from individuals to the entire community. While investigating the factors that influenced shorebird foraging distributions among neighboring intertidal sand flats, we built upon species-level understandings of individual-based, small-scale foraging decisions to develop more comprehensive guild- and community-level insights. We found that densities and community composition of foraging shorebirds varied substantially among elevations within some tidal flats and among five flats despite their proximity (all located within a 400-m stretch of natural, unmodified inlet shoreline). Non-dimensional multivariate analyses revealed that the changing composition of the shorebird community among flats and tidal elevations correlated significantly (rho(s) = 0.56) with the spatial structure of the benthic invertebrate prey community. Sediment grain-sizes affected shorebird community spatial patterns indirectly by influencing benthic macroinvertebrate community compositions. Furthermore, combining sediment and macroinvertebrate information produced a 27% increase in correlation (rho(s) = 0.71) with shorebird assemblage patterns over the correlation of the bird community with the macroinvertebrate community alone. Beyond its indirect effects acting through prey distributions, granulometry of the flats influenced shorebird foraging directly by modifying prey availability. Our study highlights the importance of habitat heterogeneity, showing that no single patch type was ideal for the entire shorebird community. Generally, shorebird density and diversity were greatest at lower elevations on flats when they became exposed; these areas are at risk from human intervention by inlet sand mining, construction of groins and jetties that divert sediments from flats, and installation of seawalls on inlet shorelines that induce erosion of flats.		Institute of Marine Sciences, University of North Carolina at Chapel Hill, Morehead City, NC, USA. vandusen@unc.edu			Animals. Biomass. *Birds. *Ecosystem. Geologic Sediments. Invertebrates. North Carolina. Population Density	Index Medicus							Environmental Sciences & Ecology; Zoology; Geology (provided by Clarivate Analytics)	1932-6203	101285081	United States			MEDLINE			 / 27 Jun 2013 / 14 Mar 2018		20 Dec 2012		10.1371/journal.pone.0052694	MEDLINE:23285153	DOAJ Gold, Green Published			2019-04-10
J	21590443	Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.	Maximizing benefits from riparian revegetation efforts: local- and landscape-level determinants of avian response.		Gardali, Thomas; Holmes, Aaron L		Environmental management	48	1	28-37	2011	2011 Jul (Epub 2011 May 18)	English	1	44	With limited financial resources available for habitat restoration, information that ensures and/or accelerates success is needed to economize effort and maximize benefit. In the Central Valley of California USA, riparian habitat has been lost or degraded, contributing to the decline of riparian-associated birds and other wildlife. Active restoration of riparian plant communities in this region has been demonstrated to increase local population sizes and species diversity of landbirds. To evaluate factors related to variation in the rate at which bird abundance increased after restoration, we examined bird abundance as a function of local (restoration design elements) and landscape (proportion of riparian vegetation in the landscape and riparian patch density) metrics at 17 restoration projects within five project areas along the Sacramento River. We developed a priori model sets for seven species of birds and used an information theoretic approach to identify factors associated with the rate at which bird abundance increased after restoration. For six of seven species investigated, the model with the most support contained a variable for the amount of riparian forest in the surrounding landscape. Three of seven bird species were positively correlated with the number of tree species planted and three of seven were positively correlated with the planting densities of particular tree species. Our results indicate that restoration success can be enhanced by selecting sites near existing riparian habitat and planting multiple tree species. Hence, given limited resources, efforts to restore riparian habitat for birds should focus on landscape-scale site selection in areas with high proportions of existing riparian vegetation.		Terrestrial Ecology Division, PRBO Conservation Science, 3820 Cypress Drive #11, Petaluma, CA 94954, USA. tgardali@prbo.org			Animals. *Biodiversity. *Birds. California. *Environmental Restoration and Remediation. *Rivers. *Trees	Index Medicus							Biodiversity & Conservation; Zoology; Environmental Sciences & Ecology; Plant Sciences (provided by Clarivate Analytics)	1432-1009	7703893	United States			MEDLINE			 / 10 Oct 2011 / 24 Sep 2017		18 May 2011		10.1007/s00267-011-9623-6	MEDLINE:21590443				2019-04-10
J	21410531	Journal Article; Research Support, Non-U.S. Gov't	Effects of traffic noise on occupancy patterns of forest birds.		Goodwin, Sarah E; Shriver, W Gregory		Conservation biology : the journal of the Society for Conservation Biology	25	2	406-11	2011	2011 Apr (Epub 2010 Nov 05)	English	4	113	©2010 Society for Conservation Biology.Noise may drive changes in the composition and abundance of animals that communicate vocally. Traffic produces low-frequency noise (<3 kHz) that can mask acoustic signals broadcast within the same frequency range. We evaluated whether birds that sing within the frequency range of traffic noise are affected by acoustic masking (i.e., increased background noise levels at the same frequency of vocalizations reduce detection of vocalization) and are less abundant in areas where traffic noise is loud (44-57 dB). We estimated occupancy, the expected probability that a given site is occupied by a species, and detection probabilities of eight forest-breeding birds in areas with and without traffic noise as a function of noise and three measures of habitat quality: percent forest cover, distance from plot center to the edge of forest, and the number of standing dead trees or snags. For the two species that vocalize at the lowest peak frequency (the frequency with the most energy) and the lowest overall frequency (Yellow-billed Cuckoo [Coccyzus americanus] and White-breasted Nuthatch [Sitta carolinensis]), the presence of traffic noise explained the greatest proportion of variance in occupancy, and these species were 10 times less likely to be found in noisy than in quiet plots. For species that had only portions of their vocalizations overlapped by traffic noise, either forest cover or distance to forest edge explained more variation in occupancy than noise or no single variable explained occupancy. Our results suggest that the effects of traffic noise may be especially pronounced for species that vocalize at low frequencies.		Department of Entomology and Wildlife Ecology, University of Delaware, Newark, DE 19716-2103, USA. segoodwi@cns.umass.edu			Acoustics. Animals. Birds / *physiology. *Noise, Transportation. Population Density. *Trees. *Vocalization, Animal	Index Medicus							Acoustics; Zoology; Public, Environmental & Occupational Health; Plant Sciences; Behavioral Sciences (provided by Clarivate Analytics)	1523-1739	9882301	United States			MEDLINE			 / 06 Jul 2011 / 17 Mar 2011		05 Nov 2010		10.1111/j.1523-1739.2010.01602.x	MEDLINE:21410531				2019-04-10
