PT	AU	AF	CA	TI	SO	SE	ED	LA	DT	CE	DP	SC	DE	ID	AB	C1	RP	EM	RI	OI	U1	U2	PU	PI	PA	WP	SN	BN	J9	JI	PY	PD	VL	IS	PN	SU	SI	BP	EP	PG	DI	GA	UT	PM	OA	HC	HP	DA
J	Borgmann, KLPearson, SFLevey, DJGreenberg, CH	Borgmann, KL; Pearson, SF; Levey, DJ; Greenberg, CH		Wintering yellow-rumped warblers (Dendroica coronata) track manipulated abundance of Myrica cerifera fruits	AUK			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		TEMPORAL VARIATION, COSTA-RICA, POPULATION DECLINES, RESOURCE ABUNDANCE, ANIMAL COMMUNITIES, NONBREEDING SEASON, PINE PLANTATIONS, AUTUMN MIGRATION, DISPERSED PLANTS, BIRD ABUNDANCE	Food availability during winter may determine habitat use and limit populations of overwintering birds, yet its importance is difficult to judge because few studies have experimentally tested the response of nonbreeding birds to changes in resource abundance. We experimentally examined the link between fruit availability and habitat use by manipulating winter abundance of Myrica cerifera L. (Myricaceae) fruits in managed longleaf (Pinus palustris) and loblolly (P. taeda) pine stands in South Carolina. Myrica cerifera is a common understory shrub in the southeastern United States and provides lipid-rich fruit in late winter (February and March), when insects and other fruits are scarce. On treatment plots, we covered fruiting M. cerifera shrubs with netting in early winter to prevent birds from eating their fruits. In late February, when M. cerifera fruit crops were largely depleted elsewhere on our study site, we uncovered the shrubs and documented the response of the bird community to those patches of high fruit availability. Relative to control plots, total bird abundance (excluding the most common species, Yellow-rumped Warbler [Dendroica coronata]) and species richness did not change after net removal. Yellow-rumped Warblers, however, became significantly more abundant on treatment plots after net removal, which suggests that they track M. cerifera fruit abundance. We suggest that M. cerifcra plays a role in determining the local distribution of wintering Yellow-rumped Warblers at our study site. To put these results into a management context, we also examined the effect of prescribed fire frequencies on M. cerifera fruit production. Across pine stands with different fire regimes, M. cerifcra fruit abundance increased with the number of years since burning. It takes 4-6 years for individuals to recover sufficiently from a burn to produce large quantities of fruit. Thus, shorter intervals between burns will reduce winter fruit availability. Taken together, these results suggest that within those pine plantations, the local winter distribution of at least one common migratory bird is closely tied to fruit abundance, which in turn is tied to the frequency of prescribed fires.	Univ Florida, Dept Zool, Gainesville, FL 32611 USA; USDA, Forest Serv, So Res Stn, Asheville, NC 28806 USA	Borgmann, KL (reprint author), Hawks Aloft, POB 10028, Albuquerque, NM 87184 USA.	kborgmann@hawksaloft.org			0	11	AMER ORNITHOLOGISTS UNION	LAWRENCE	ORNITHOLOGICAL SOC NORTH AMER PO BOX 1897, LAWRENCE, KS 66044-8897 USA	http://www.nmnh.si.edu/BIRDNET/AOU/index.html	0004-8038		AUK	AUK	2004	JAN	121	1				74	87	14	10.1642/0004-8038(2004)121[0074:WYWDCT]2.0.CO;2	774FY	CCC:000188970200009					2019-04-10
J	Saetersdal, MGjerde IBlom, HHIhlen, PGMyrseth, EWPommeresche, RSkartveit, JSolhoy, TAas, O	Saetersdal, M; Gjerde, I; Blom, HH; Ihlen, PG; Myrseth, EW; Pommeresche, R; Skartveit, J; Solhoy, T; Aas, O		Vascular plants as a surrogate species group in complementary site selection for bryophytes, macrolichens, spiders, carabids, staphylinids, snails, and wood living polypore fungi in a northern forest	BIOLOGICAL CONSERVATION			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	conservation, surrogate taxa, complementarity, gradients, beta-diversity	POTENTIAL BIODIVERSITY INDICATORS, RESERVE SELECTION, CONSERVATION STRATEGIES, SWEDISH FORESTS, BETA-DIVERSITY, WESTERN NORWAY, BREEDING BIRDS, KEY HABITATS, NETWORKS, ASSEMBLAGES	Vascular plants were investigated as a potential surrogate group in complementary small scale site selection, such as woodland key habitats in Scandinavia. We compared the response of vascular plants to environmental gradients to that of seven other plant, fungal and animal groups within a forest reserve in western Norway using data from 59 plots of 0.25 ha. We also examined whether the spatial changes in species (beta-2 index) of vascular plants matched that of the other groups. All seven groups responded to the same gradients in nutrient richness and humidity as the vascular plants. Furthermore, changes in species composition of vascular plants were reflected in comparable degrees of change among the "target" groups. The lower the degree of change in species composition between plots in the "target" groups relative to that of vascular plants, the higher the percentage "target" species encompassed in a complementary selection of sites based on vascular plants. We conclude that in practical site selection of small scale sites of conservation value, such as woodland key habitats, vascular plants may be used in combination with an inventory of important habitats for rare and/or redlisted forest species, such as dead wood, old trees, deciduous trees, and Cliffs. (C) 2003 Elsevier Ltd. All rights reserved.	Norwegian Forest Res Inst, N-5244 Fana, Norway; Univ Bergen, Inst Zool, N-5007 Bergen, Norway; Univ Bergen, Inst Bot, N-5007 Bergen, Norway	Saetersdal, M (reprint author), Norwegian Forest Res Inst, Fanaflaten 4, N-5244 Fana, Norway.	magne.setersdal@skogforsk.no			3	44	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	http://www.elsevier.com	0006-3207		BIOL CONSERV	Biol. Conserv.	2004	JAN	115	1				21	31	11		731HH	CCC:000185877900002					2019-04-10
J	Kirkman, LKGoebel, PCPalik, BJWest, LT	Kirkman, LK; Goebel, PC; Palik, BJ; West, LT		Predicting plant species diversity in a longleaf pine landscape	ECOSCIENCE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	benchmark site, biodiversity, fire, longleaf pine, reference site, restoration, species richness	COASTAL-PLAIN, FOREST ECOSYSTEMS, FIRE REGIME, RICHNESS, VEGETATION, PATTERNS, ECOLOGY, CLASSIFICATION, BIODIVERSITY, CONSERVATION	In this study, we used a hierarchical, multifactor ecological classification system to examine how spatial patterns of biodiversity develop in one of the most species-rich ecosystems in North America, the fire-maintained longleaf pine-wiregrass ecosystem and associated depressional wetlands and riparian forests. Our goal was to determine which landscape features are important controls on species richness, to establish how these constraints are expressed at different levels of organization, and to identify hotspots of biological diversity for a particular locality. We examine the following questions: 1) How is the variance in patterns of plant species richness and diversity partitioned at different scales, or classification units, of the hierarchical ecosystem classification developed for the study area? 2) What are the compositional similarities among ecosystem types? 3) For our study area, what are the sites expected to harbour highest species richness? We used a spatially explicit map of biodiversity to project abundance of species-rich communities in the landscape based on a previously developed ecological classification system for a lower Gulf Coastal Plain landscape. The data indicate that high species richness in this ecosystem was found in sites with frequent fire and high soil moisture. Sites in fire-maintained landscapes with lower frequency of fire were associated with geomorphological characteristics, suggesting a dependence of the diversity-disturbance relationship with soil type. With more frequent fire on some sites, high diversity shifts from canopy component to ground flora, with an overall increase in total species richness. Our approach demonstrates how potential species richness can be identified as a restoration goal and that multiple vegetation endpoints may be appropriate vegetation objectives. We identify basic management needs for the maintenance of biodiversity in this ecosystem that can be derived from an understanding of the combination of factors that most strongly predict diverse plant communities.	Joseph W Jones Ecol Res Ctr, Newton, GA 39870 USA; Univ Georgia, Dept Crop & Soil Sci, Athens, GA 30602 USA	Kirkman, LK (reprint author), Joseph W Jones Ecol Res Ctr, Route 2,Box 2324, Newton, GA 39870 USA.	kkirkman@jonesctr.org	Goebel, Charles/R-2270-2017; Goebel, Patrick/B-3657-2012	Goebel, Charles/0000-0003-3836-0020; 	4	61	UNIVERSITE LAVAL	ST FOY	PAVILLON CHARLES-EUGENE MARCHAND, LOCAL 0166, ST FOY, QUEBEC G1K 7P4, CANADA	http:www.ecoscience.ulaval.ca	1195-6860		ECOSCIENCE	Ecoscience	2004		11	1				80	93	14	10.1080/11956860.2004.11682812	808FU	CCC:000220555800010					2019-04-10
J	Laiolo, PRolando, AValsania V	Laiolo, P; Rolando, A; Valsania, V		Avian community structure in sweet chestnut coppiced woods facing natural restoration	REVUE D ECOLOGIE-LA TERRE ET LA VIE			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology			In Italy the spread of Castanea sativa is largely dependent upon humans, who first protected and then Cultivated it for about 3000 years' Recently, however, chestnut cultivation has steadily declined, due mainly to social and economic factors. In this paper we analysed the dynamics of the bird community in chestnut stands that represent a gradient from woods impacted by domestic firewood collecting to abandoned and derelict coppice interspersed with mature fruiting cultivars. Bird diversity, density, species richness and the abundance of six out of the sixteen commonest species were positively affected by the occurrence of mature fruiting sweet chestnuts in the study stands. These old trees (>100 years) are rich in cavities and support many dead branches and thus call take the place of dead standing wood for birds, offering food. nesting and roosting sites. We also found a significant trend of increasing bird abundance. species richness and diversity with increasing stand age; heterogeneity in vegetation structure and composition following natural regeneration possibly created more forest-like conditions than uniform younger woods, thus supporting a richer bird community. The present findings are discussed in terms of conservation of bird diversity in old coppiced woods.	Dipartimento Biol Anim & Uomo, I-10123 Turin, Italy	Laiolo, P (reprint author), Dipartimento Biol Anim & Uomo, Via Accademia Albertina 17, I-10123 Turin, Italy.	paola.laiolo@unito.it	Laiolo, Paola/B-6566-2014; CSIC, EBD Donana/C-4157-2011	Laiolo, Paola/0000-0002-2009-6797; CSIC, EBD Donana/0000-0003-4318-6602	0	11	SOC NATL PROTECTION NATURE ACCLIMATATION FRANCE	PARIS 5	57 RUE CUVIER, 75005 PARIS 5, FRANCE		0249-7395		REV ECOL-TERRE VIE	Rev. Ecol.-Terre Vie	2004		59	3				453	463	11		852TZ	CCC:000223780700004					2019-04-10
J	Woinarski, JCZArmstrong, MPrice, OMcCartney, JGriffiths, ADFisher, A	Woinarski, JCZ; Armstrong, M; Price, O; McCartney, J; Griffiths, AD; Fisher, A		The terrestrial vertebrate fauna of Litchfield National Park, Northern Territory: monitoring over a 6-year period and response to fire history	WILDLIFE RESEARCH			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		STATISTICAL POWER, EFFECT SIZE, BIRD FAUNA, AUSTRALIA, SAVANNA, FORESTS, POPULATIONS, VEGETATION, RANGELANDS, LANDSCAPE	Forty-seven 50 m x 50 m quadrats were sampled systematically for vertebrates at Litchfield National Park, northern Australia, in both 1995-96 and 2001-02. A total of 184 vertebrate species was recorded from this sampling, of which 92 species were recorded from five or more quadrats. There was substantial change in the reported species composition of these quadrats between these two periods: the mean Bray-Curtis index for similarity in species composition from the baseline to subsequent sampling of a quadrat was only 22.1 (for an index that varies from 0 for complete turnover in species to 100 for unchanged composition). For individual species, correlations across quadrats in the abundance scores from baseline to resampling varied from -0.12 to 0.85. Matched-pairs testing showed that there was significant change in abundance for 18 species from the baseline to repeat sampling, and significant increase in total bird species richness and total native mammal abundance, but significant decrease in reptile species richness.Fire history was recorded biannually for 40 of the 47 quadrats. Fire was very frequent, with quadrats being burnt in an average of 3.65 years of the six years between fauna samples. Three aspects of this fire history (total number of years of fires, number of fires in the late dry season, and interval from the last fire to the date of resampling) were related to change in the fauna composition of quadrats. Neither the similarity in species composition, nor change in richness or total abundance of all vertebrates or of the four taxonomic classes considered (frogs, reptiles, birds and mammals) were significantly correlated with these components of the fire history of sampled quadrats. This lack of association was possibly because the monitoring period was too short to show pronounced directional change, because the system was responding to many factors other than fire, because the variations in abundance were too large and the number of samples too small to detect true associations, or because fire histories preceding baseline sampling were not considered.The apparent instability of fauna species and communities in this system provides a considerable challenge for broad-brush (that is, vertebrate community-wide) monitoring. Power analysis demonstrated that, for most species, more than 1000 sample sites are needed to be 90% certain of detecting a 20% change in abundance, and with a 10% chance of accepting a Type I error. This level of sampling effort is commensurate with the current level of vertebrate sampling in this region. Broad-brush monitoring approaches such as described here are valuable, but need also to be complemented by more targetted monitoring for individual threatened species or species of particular management interest.	Dept Infrastruct Planning & Environm, Biodivers Unit, Palmerston, NT 0831, Australia; Litchfield Natl Pk, Batchelor, NT 0845, Australia; Charles Darwin Univ, Key Ctr Trop Wildlife Management, Darwin, NT 0909, Australia	Woinarski, JCZ (reprint author), Dept Infrastruct Planning & Environm, Biodivers Unit, POB 496, Palmerston, NT 0831, Australia.		Woinarski, John/N-2262-2013; Price, Owen/H-4033-2012; Griffiths, Tony/	Price, Owen/0000-0001-5327-568X; Griffiths, Tony/0000-0001-8089-2122	4	23	CSIRO PUBLISHING	COLLINGWOOD	150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA	http://www.publish.csiro.au	1035-3712		WILDLIFE RES	Wildl. Res.	2004		31	6				587	596	10	10.1071/WR03077	882CQ	CCC:000225916600004					2019-04-10
J	Benayas, JMRde la Montana, E	Benayas, JMR; de la Montana, E		Identifying areas of high-value vertebrate diversity for strengthening conservation	BIOLOGICAL CONSERVATION			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	gap analysis, natural protected areas, rarity, species richness, standardized biodiversity index, threatened species, vertebrates, vulnerability	BIODIVERSITY HOTSPOTS, NATURE-RESERVES, SOUTH-AFRICA, RICHNESS, LANDSCAPES, PRIORITIES, PATTERNS, BIRDS, ECOLOGY, COINCIDENCE	Identifying areas with relevant features of biodiversity is useful to rank priorities for strengthening the design of well-sited natural protected areas and to optimize resource investment in conservation. This study provides decision makers critical tools for highlighting pieces of land worthy of conservation in Spain. We studied four taxa-amphibians, reptiles, nesting birds and mammals-in a 50 x 50 kin grid (n = 259 cells). We used five criteria for identifying areas of high-value diversity: species richness, rarity, vulnerability, a combined index of biodiversity, and a Standardized Biodiversity Index that measured all four taxa together. As far as we know, the combined index of biodiversity and the Standardized Biodiversity Index are original. Areas of high-value diversity were defined as those cells within the 15% top segment of ranked values for the different criteria. Congruence of areas of high-value diversity for taxa pairs was moderate to low, and averaged 38.5% for areas of high-value diversity based on the combined index of biodiversity. The performance based on the average proportion of threatened species excluded from areas of high-value diversity followed the rank combined index of biodiversity = rarity (0.3%) > vulnerability (9.9%) > species richness (13.8%). The areas of high-value diversity identified according to the Standardized Biodiversity Index included all amphibian and mammal species, all but one reptile species (categorized as rare) and all but six bird species (three of which were categorized as threatened). About 70% of the areas of high-value diversity identified based on the Standardized Biodiversity Index included natural protected areas. However, they average only 274.6 km(2), thus occupying a small fraction of the areas of high-value diversity, and there is no guarantee that the species found in an area of high-value diversity site will be present in its protected fraction. Consequently, we urge managers of natural protected areas to conduct diversity surveys. We also urge that additional natural protected areas be established to include the gap of 30% of areas of high-value diversity not currently protected. We took an step for biodiversity conservation planning in the studied region, and discuss the usefulness of maps of areas of high-value diversity for conservation, ecological restoration, and environmental impact assessment and mitigation. (C) 2003 Elsevier Ltd. All rights reserved.	Univ Alcala de Henares, Dept Edol Edificio Ciencias, Alcala De Henares 28871, Spain	Univ Alcala de Henares, Dept Edol Edificio Ciencias, Alcala De Henares 28871, Spain.	josem.rey@uah.es	Rey Benayas, Jose/C-3218-2011	Rey Benayas, Jose/0000-0002-2099-8512	2	32	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	http://www.elsevier.com	0006-3207		BIOL CONSERV	Biol. Conserv.	2003	DEC	114	3				357	370	14	10.1016/S0006-3207(03)00064-8	722JD	CCC:000185371200006					2019-04-10
J	Maclean, IMDHassall, MBoar, RNasirwa, O	Maclean, IMD; Hassall, M; Boar, R; Nasirwa, O		Effects of habitat degradation on avian guilds in East African papyrus Cyperus papyrus swamps	BIRD CONSERVATION INTERNATIONAL			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ANIMAL SCIENCES	Zoology		LAKE NAIVASHA, DIVERSITY, CONSERVATION, FORESTS, WETLAND, KENYA	The density and species richness of bird communities in disturbed and undisturbed stands of papyrus Cyperus papyius were compared. Point counts, corrected for different probabilities of detection in different swamps, suggested that the species richness of bird communities in stands of papyrus disturbed by burning, grazing or pollution was higher than in nearby stands that were not disturbed. However, there were fewer species and individuals of highly specialized birds or species characteristic of papyrus, in disturbed stands than in undisturbed swamps. At < 1 ha(-1), the density of Papyrus Gonolek Laniarius mufumbiri in Ugandan swamps was, for example, significantly lower in polluted and burnt sites than in undisturbed papyrus where up to 13 ha(-1) were recorded in the centre of swamps. White-winged Swamp Warbler Bradypterus carpalis was only recorded in undisturbed papyrus. In the papyrus that fringes Lake Naivasha in Kenya, outside the geographical range of species restricted to papyrus, disturbance in the form of grazing selects against species classified as swam 9, p-reliant. Species classified as generalist users of papyrus were much less sensitive to disturbance than specialists. The density of swamp specialists was also lower near the edge of swamps, where total species richness was higher. These results are discussed in relation to conservation management of papyrus swamps in East Africa.	Univ E Anglia, Sch Environm Sci, Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England; Natl Museums Kenya, Dept Ornithol, Nairobi, Kenya	Maclean, IMD (reprint author), Univ E Anglia, Sch Environm Sci, Ctr Ecol Evolut & Conservat, Norwich NR4 7TJ, Norfolk, England.	i.maclean@uea.ac.uk	Maclean, Ilya/C-4014-2009		0	14	CAMBRIDGE UNIV PRESS	NEW YORK	32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA	http://www.cambridge.org	0959-2709		BIRD CONSERV INT	Bird Conserv. Int.	2003	DEC	13	4				283	297	15	10.1017/S0959270903003216	763CL	CCC:000188054000002		Bronze			2019-04-10
J	Provencher, LLitt, ARGordon, DR	Provencher, L; Litt, AR; Gordon, DR		Predictors of species richness in northwest Florida longleaf pine sandhills	CONSERVATION BIOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	biodiversity, disturbance, Eglin Air Force Base, fire, hardwood reduction, longleaf pine, soil fertility, species richness	HARDWOOD REDUCTION TECHNIQUES, DIVERSITY, FIRE, CONSERVATION, VEGETATION, RESTORATION, RESPONSES, FORESTS, AREAS	Soil characteristics, disturbance histories, and species richness among distinct groups of plants and animals may be useful predictors of important conservation areas when data are limited. We used multivariate analysis of covariance to test the hypothesis that the species richness of plants, arthropods, herpetofauna, and breeding birds are correlated and increase with soil fertility (silt and clay content in sandy soils), soil variability, and hardwood midstory reduction in subxeric, nutrient-poor longleaf pine sandhills at Eglin Air Force Base in northwest Florida. During 1994-1995 and 1998-1999, we sampled 30 81-ha plots with varying fire-exclusion histories and at two spatial scales of resolution (10 x 40 m and 81 ha). The relationship between the number of plant species and percent silt and clay and its coefficient of variation was significant and positive at the plot level (81 ha) but not at the subplot level (10 x 40 m). Herpetofaunal species richness was the only faunal variable that increased with silt and clay content, but the coefficient of variation did not. Multivariate effects of hardwood reduction were significant in 1998-1999 but not in 1994-1995, which suggests that the reintroduction of fire increased species richness across taxa. Univariate effects of hardwood reduction were marginally significant for plant species richness at the subplot level and not significant for herpetofaunal species richness at either scale. Plant and arthropod species richness were not correlated. Herpetofaunal species richness was not correlated with that of other taxa (plant and animal). The species richness of plants and arthropods were each significantly positively correlated with the richness of breeding bird species at the subplot level during 1994-1995, whereas only arthropod species richness was positively correlated with bird species richness at the plot level in either year. Our results suggest that the restoration of fire regime may be the most effective tool with which to increase diversity in pyrogenic areas considered for conservation protection.	Nature Conservancy, Longleaf Pine Restorat Project, Niceville, FL 32588 USA; Nature Conservancy, Dept Bot, Gainesville, FL 32611 USA	Provencher, L (reprint author), Nat Conservancy Nevada, 1 E 1st St,Suite 1007, Reno, NV 89501 USA.	lprovencher@tnc.org			2	16	WILEY-BLACKWELL PUBLISHING, INC	MALDEN	COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA	http://www.wiley.com/WileyCDA/	0888-8892		CONSERV BIOL	Conserv. Biol.	2003	DEC	17	6				1660	1671	12		748PF	CCC:000186869700025					2019-04-10
J	Pereira, PMda Fonseca, MP	Pereira, PM; da Fonseca, MP		Nature vs. nurture: the making of the montado ecosystem	CONSERVATION ECOLOGY			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology		PLANT-SPECIES RICHNESS, SOUTHERN SPAIN, DIVERSITY, BIRDS, BIODIVERSITY, LANDSCAPE, CONSERVATION, PATTERNS, HABITAT, GRASSLANDS	The southern Iberian Peninsula is dominated by a savannah-like ecosystem, the montado, which is a typically Mediterranean cultural adaptation to generally poor productive areas. Montados are exploited for three main uses: forestry, agriculture, and extensive grazing, in proportions that vary according to local conditions (more or less productive land) and historical circumstances. Because these ecosystems occur over a large geographic area (they occupy some 6 million ha), biodiversity would be expected to vary among montados. However, differences in management practices may also influence species distribution. In this paper, we investigate differences in plant and bird species diversity among 60 montados distributed all across southern Portugal. The environmental variables studied included geographical coordinates, climatological data, soil type, and altitude. We also investigated agro-economic variables that could describe human activities at each site: animal husbandry (breeds, stock density, grazing rotation, etc.), agriculture (fallow rotation frequency, use of fertilizers, etc.), and forestry (cork harvesting, thinning, etc.). Finally, land-use type and metrics were assessed from rectified aerial photographs. Species richness among these two groups was not correlated, sites with high or low numbers of plant species not necessarily having high or low numbers of bird species. However, both plant and bird communities exhibited a similar pattern of species composition and turnover. This pattern was ecologically based, rather than a result of biological similarities between groups: direct gradient analyses and variance partitioning revealed strong correlations between species distribution and spatial gradients, namely longitude and latitude. In trying to distinguish anthropogenic from biophysical processes, we found that both were equally important as drivers of montado, biodiversity. Plants and birds exhibited a similar ecological pattern, although environmental conditions were slightly more important in the case of plants, and human activities were slightly more important in the case of birds.	Univ Evora, Evora, Portugal	Pereira, PM (reprint author), Univ Evora, Evora, Portugal.				2	17	RESILIENCE ALLIANCE	WOLFVILLE	ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, NS B0P 1X0, CANADA	http://www.resalliance.org	1195-5449		CONSERV ECOL	Conserv. Ecol.	2003	DEC	7	3				7	7	31		855HE	CCC:000223963100008					2019-04-10
J	Elias, JEMeyer, MW	Elias, JE; Meyer, MW		Comparisons of undeveloped and developed shorelands, northern Wisconsin, and recommendations for restoration	WETLANDS			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	ENVIRONMENT/ECOLOGY	Environmental Sciences & Ecology	shoreland, restoration, lakeshore, vegetation structure, reference site, vegetation classification, detrended correspondence analysis	LAKESHORE COTTAGE DEVELOPMENT, BREEDING BIRD COMMUNITIES, WATER LEVELS, DISTURBANCE, VEGETATION, ONTARIO, MARSH, LAKE, NUTRIENTS, PATTERNS	Development of lakeshores has occurred at unprecedented levels in recent decades. Changes in the shoreland ecosystem concomitant with this development have been little studied. In this study, we compared the structural and floristic characteristics of vegetation at 97 developed and 85 undeveloped (reference) shoreland sites in northern Wisconsin, USA. Quantitative comparisons of vegetation structural characteristics (percent cover of canopy, subcanopy, and understory vegetation layers; percent of shoreline overhung by trees and shrubs; and amount of coarse woody debris) showed significantly greater complexity and cover at undeveloped versus developed sites. We classified plant communities and described plant species composition along three belt transects parallel to shore (upland, shoreline, and shallow water) using ordination techniques to describe the differences between developed and undeveloped sites, as well as among undeveloped sites. The mean number of plant species and the percent of native species were both greater at undeveloped than at developed sites along all three transects. Undeveloped upland sites could be grouped by plant species composition into three types: Northern Wet Forest (bog species), Northern Mesic Forest, and Northern Xeric Forest. Undeveloped shoreline vegetation was also clustered into three categories: bog species, upland species with an abrupt transition to aquatic species, and wet meadow species. Soil characteristics further distinguished the upland and shoreline categories. No distinct vegetation categories emerged in the shallow water ordination. We recommend that appropriate species for shoreland restoration efforts be selected based on the native plant communities present at the undeveloped sites, their relative location along an upland to shallow water gradient, and, in some cases, soil characteristics.	Natl Pk Serv, Great Lakes Network Off, Ashland, WI 54806 USA; Bur Integrated Sci Serv, Wisconsin Dept Nat Resources, La Crosse, WI 54601 USA	Elias, JE (reprint author), Natl Pk Serv, Great Lakes Network Off, 2800 Lake Shore Dr E, Ashland, WI 54806 USA.	joan_elias@nps.gov			1	24	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	http://www.springeronline.com	0277-5212		WETLANDS	Wetlands	2003	DEC	23	4				800	816	17	10.1672/0277-5212(2003)023[0800:COUADS]2.0.CO;2	766BU	CCC:000188326200011					2019-04-10
J	Confer, JLPascoe, SM	Confer, JL; Pascoe, SM		Avian communities on utility rights-of-ways and other managed shrublands in the northeastern United States	FOREST ECOLOGY AND MANAGEMENT			English	Article	Agriculture, Biology & Environmental Sciences (ABES)	PLANT SCIENCES	Plant Sciences	succession, shrubland birds, rights-of-way, habitat selection, nesting success, shrubland management	NESTING SUCCESS, POPULATION TRENDS, FOREST, BIRDS	We studied bird density and nesting success on utility rights-of-way (ROW) managed primarily by selective herbicide application in New York, Massachusetts and Maine. For comparison, we also estimated bird density in ROW managed by cutting in New Hampshire and New York and in shrublands managed by fire in the Finger Lakes National Forest (FLNF), New York. On herbicide-managed ROW, we detected a mean of 14.3 individuals and 12.2 species per point count, including many species of early-succession habitat that are declining throughout northeastern United States. Nesting success in forested landscapes of New York, Maine, and Massachusetts was 55% on the ROW, 69% in forests within 20 m of the ROW, and 63% in forests more than 20 m from the ROW. Brown-headed cowbirds (Molothrus ater) parasitized 5.3% of the nests and reduced host recruitment by even less. This suggests that ROW in forested areas support high production of shrubland birds and do not exert a measurably harmful effect on forest-nesting birds. Selective herbicide application on ROW sustained shrubland vegetation and supported high densities and high nesting success. Mechanical cutting lowered the structural diversity of vegetation the following spring and was associated with fewer individual birds and species. Cool burns in early spring produced a high structural diversity of herbs, shrubs and trees and supported a high density of birds and bird species. Long-term maintenance of shrublands by burning will require supplemental cutting to remove saplings. As reforestation continues to reduce shrubland habitat, probably below pre-colonial levels, active management for early-succession habitat will be necessary to sustain current population levels of numerous species. (C) 2003 Elsevier B.V. All rights reserved.	Ithaca Coll, Dept Biol, Ithaca, NY 14850 USA	Confer, JL (reprint author), Ithaca Coll, Dept Biol, Ithaca, NY 14850 USA.	confer@ithaca.edu			1	18	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	http://www.elsevier.com	0378-1127		FOREST ECOL MANAG	For. Ecol. Manage.	2003	NOV	185	1-2				193	205	13	10.1016/S0378-1127(03)00255-X	740EZ	CCC:000186391100014					2019-04-10
