PT	UT	AN	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA
J	BIOSIS:PREV200400254069	PREV200400254069		Article		Species diversity and habitat of grassland passerines during grazing of a prescribe-burned, mixed-grass prairie.		Danley, Robert F.; Murphy, Robert K.; Madden, Elizabeth M.									Western North American Naturalist		2004	February 2004	64	1	72-77	72	77	English	print					3	19	No published data exist on responses of grassland passerines and their habitat to combined grazing and burning treatments in northern mixed-grass prairie. At Lostwood National Wildlife Refuge (LNWR) in northwestern North Dakota, we monitored breeding bird occurrence, abundance, and habitat during successive annual grazing treatments (1998-2000) on 5 prescribe-burned, mixed-grass prairie management units (range=50-534 ha, each burned 3-6 times in the previous 10-20 years). All breeding passerine species characteristic of upland, northern mixed-grass prairie were common (>10% occurrence) during at least 1 of 3 years on burned and grazed units, except Chestnut-collared Longspur (Calcarius ornatus), which was uncommon. Vegetation was generally shorter and sparser than that found on 4 nearby units treated by fire only (1999; density, visual obstruction, and height, all P<0.01). Regardless, occurrences of individual bird species resembled those previously documented on prairie units at LNWR with similar fire histories but no grazing; however, Brown-headed Cowbird (Molothrus ater) occurred 2.4 times more frequently on burned and grazed units studied. Our data suggest that species diversity of breeding grassland passerines changes little during initial years of rotation grazing at moderate stocking rates in fire-managed, northern mixed-grass prairie at LNWR.	Danley, Robert F.; Lostwood National Wildlife Refuge, U.S. Fish and Wildlife Service, 8315 Highway 8, Kenmare, ND, 58746, USA						Agriculture; Environmental Sciences & Ecology	1527-0904				Animal Husbandry (Agriculture); Terrestrial Ecology (Ecology, Environmental Sciences)	07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 26502, Animal production - General and methods; 27002, Poultry production - General and methods	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Calcarius ornatus; Chestnut-collared Longspur] [Molothrus ater; Brown-headed Cowbird] [grassland passerine; (abundance, breeding bird occurrence, habitat, species diversity)]					Lostwood National Wildlife Refuge; North Dakota, USA, North America; Nearctic region/northern Great Plains; North America; Nearctic region		prescribed burning; applied and field techniques/rotation grazing; applied and field techniques		grazing; habitat management; mixed-grass prairie (prescribe-burned) ; species diversity; stocking rates				2019-04-10	
J	BIOSIS:PREV200400169308	PREV200400169308		Article		Wintering Yellow-rumped Warblers (Dendroica coronata) track manipulated abundance of Myrica cerifera fruits.		Borgmann, Kathi L. (kborgmann@hawksaloft.org) ; Pearson, Scott F.; Levey, Douglas J.; Greenberg, Cathryn H.									Auk		2004	January 2004	121	1	74-87	74	87	English	print					0	11	Food availability during winter may determine habitat use and limit populations of overwintering birds, yet its importance is difficult to judge because few studies have experimentally tested the response of nonbreeding birds to changes in resource abundance. We experimentally examined the link between fruit availability and habitat use by manipulating winter abundance of Myrica cerifera L. (Myricaceae) fruits in managed longleaf (Pinus palustris) and loblolly (P. taeda) pine stands in South Carolina. Myrica cerifera is a common understory shrub in the southeastern United States and provides lipid-rich fruit in late winter (February and March), when insects and other fruits are scarce. On treatment plots, we covered fruiting M. cerifera shrubs with netting in early winter to prevent birds from eating their fruits. In late February, when M. cerifera fruit crops were largely depleted elsewhere on our study site, we uncovered the shrubs and documented the response of the bird community to those patches of high fruit availability. Relative to control plots, total bird abundance (excluding the most common species, Yellow-rumped Warbler (Dendroica coronata)) and species richness did not change after net removal. Yellow-rumped Warblers, however, became significantly more abundant on treatment plots after net removal, which suggests that they track M. cerifera fruit abundance. We suggest that M. cerifera plays a role in determining the local distribution of wintering Yellow-rumped Warblers at our study site. To put these results into a management context, we also examined the effect of prescribed fire frequencies on M. cerifera fruit production. Across pine stands with different fire regimes, M. cerifera fruit abundance increased with the number of years since burning. It takes 4-6 years for individuals to recover sufficiently from a burn to produce large quantities of fruit. Thus, shorter intervals between burns will reduce winter fruit availability. Taken together, these results suggest that within those pine plantations, the local winter distribution of at least one common migratory bird is closely tied to fruit abundance, which in turn is tied to the frequency of prescribed fires.	Borgmann, Kathi L.; Hawks Aloft, P.O. Box 10028, Albuquerque, NM, 87184, USA						Biodiversity & Conservation; Environmental Sciences & Ecology	0004-8038		10.1642/0004-8038(2004)121[0074:WYWDCT]2.0.CO;2		Conservation; Terrestrial Ecology (Ecology, Environmental Sciences)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal	Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Myricaceae [26410]; [Myrica cerifera; (food)]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Dendroica coronata; yellow-rumped warbler]							prescribed burning; applied and field techniques		fire frequency; food availability; fruit abundance; habitat use; population limits; resource abundance; species richness; winter distributions; wintering populations				2019-04-10	
J	BIOSIS:PREV200500122750	PREV200500122750		Meeting	Meeting Abstract	Historical distribution and changes in populations of sagebrush steppe species.		Dobkin, David S.; Sauder, Joel D.									Ecological Society of America Annual Meeting Abstracts		2004		89		127	127		English	print	89th Annual Meeting of the Ecological Society of America - Lessons of Lewis and Clark: Ecological Exploration of Inhabited Landscapes	Portland, OR, USA	August 01-06, 2004	The Ecological Society of America	0	2		Dobkin, David S.; High Desert Ecol Res Inst, Bend, OR, USA						Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology					Biogeography (Population Studies); Terrestrial Ecology (Ecology, Environmental Sciences)	00520, General biology - Symposia, transactions and proceedings; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 50528, Botany: general and systematic - Floristics and distribution; 62800, Animal distribution	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]/Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Compositae [25840]; [sagebrush]/Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Vertebrates; Mammalia [85700]; [small mammal]					Nevada; USA, North America; Nearctic region/Oregon; USA, North America; Nearctic region/USA; North America; Nearctic region		ArcGIS natural-neighbor analysis; mathematical and computer techniques/Geographic Information System; GIS; applied and field techniques/breeding bird survey; applied and field techniques		exotic plant species invasion; natural fire; riparian community; species richness				2019-04-10	
J	BIOSIS:PREV200400438768	PREV200400438768		Article		Predicting plant species diversity in a longleaf pine landscape		Kirkman, L. Katherine (kkirkman@jonesctr.org) ; Goebel, P. Charles; Palik, Brian J.; West, Larry T.									Ecoscience		2004		11	1	80-93	80	93	English	print					4	61	In this study, we used a hierarchical, multifactor ecological classification system to examine how spatial patterns of biodiversity develop in one of the most species-rich ecosystems in North America, the fire-maintained longleaf pine-wiregrass ecosystem and associated depressional wetlands and riparian forests. Our goal was to determine which landscape features are important controls on species richness, to establish how these constraints are expressed at different levels of organization, and to identify hotspots of biological diversity for a particular locality. We examine the following questions: 1) How is the variance in patterns of plant species richness and diversity partitioned at different scales, or classification units, of the hierarchical ecosystem classification developed for the study area? 2) What are the compositional similarities among ecosystem types? 3) For our study area, what are the sites expected to harbour highest species richness? We used a spatially explicit map of biodiversity to project abundance of species-rich communities in the landscape based on a previously developed ecological classification system for a lower Gulf Coastal Plain landscape. The data indicate that high species richness in this ecosystem was found in sites with frequent fire and high soil moisture. Sites in fire-maintained landscapes with lower frequency of fire were associated with geomorphological characteristics, suggesting a dependence of the diversity-disturbance relationship with soil type. With more frequent fire on some sites, high diversity shifts from canopy component to ground flora, with an overall increase in total species richness. Our approach demonstrates how potential species richness can be identified as a restoration goal and that multiple vegetation endpoints may be appropriate vegetation objectives. We identify basic management needs for the maintenance of biodiversity in this ecosystem that can be derived from an understanding of the combination of factors that most strongly predict diverse plant communities.	Kirkman, L. Katherine; Joseph W Jones Ecol Res Ctr, Route 2,Box 2324, Newton, GA, 39870, USA		Goebel, Charles/R-2270-2017; Goebel, Patrick/B-3657-2012	Goebel, Charles/0000-0003-3836-0020;			Biodiversity & Conservation; Environmental Sciences & Ecology	1195-6860		10.1080/11956860.2004.11682812		Biodiversity; Terrestrial Ecology (Ecology, Environmental Sciences)	07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant	Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [longleaf pine]/Monocotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Monocots, Plants, Spermatophytes, Vascular Plants; Gramineae [25305]; [wiregrass]					North America; Nearctic region				canopy; fire; forest (riparian) ; geomorphological characteristics; ground flora; gulf coastal plain landscape; hierarchy; multifactor ecological classification system; soil (moisture) ; species diversity (spatial patterns) ; wetlands				2019-04-10	
J	BIOSIS:PREV200510286236	PREV200510286236		Article		Distribution, abundance and habitat preferences of the White-backed WoodpeckerDendrocopos leucotos in the regions of Warmia and Masuria.	Rozmieszczenie, liczebnosk i siedliska dzieciola bialogrzbietego Dendrocopos leucotos na Warmii i Mazurach	Sikora, Arkadiusz; Rys, Andrzej									Notatki Ornitolgiczne		2004		45	4	253-262	253	262	Polish						0	1	In 1990-2003 a study of the distribution, numbers and habitat preferences of the White-backed Woodpecker Dendrocopos leucotos was conducted in Warmia and Masuria. The species breeding territories are situated in the northern sections of the regions mentioned, where the distribution is continuous, with a few key breeding grounds. Based on known breeding sites, the total abundance of the White-backed Woodpecker in Warmia and Masuria was assessed at 50-70 pairs, but as many as 70-80 pairs may actually occur in the area. Ca 2/3 breeding territories were found in forests exceeding 50 km(2), the remaining ones in woods below 10 km(2). The largest population, composed of 30-40 pairs, was discovered in the Borecka Forest, and 20 pairs were recorded to breed in the eastern part of the Nizina Sepopolska lowland. The White-backed Woodpeckers preferred old deciduous stands. Merely 10-20% of the Warmian and Masurian populations bred in reserves. The densities in the nature reserves within the Borecka Forest were 5 times higher than in unprotected areas. The factor conducive to occurrence of the species is the abundance of dead trees, e.g. at sites where beavers occur. And therefore, in order to prevent the extinction of the White-backed Woodpecker, it is advisable to undertake in forests steps which would result in an increase of the amount of dead trees and also to take under protection larger forest areas.	Sikora, Arkadiusz; PAN, Zaklad Ornitol, Ul Nadwislanska 108, PL-80680 Gdansk, Poland						Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology	0550-0842				Biogeography (Population Studies); Terrestrial Ecology (Ecology, Environmental Sciences)	07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 62800, Animal distribution	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Piciformes [85552]; [Dendrocopos leucotos; white-backed woodpecker]					Warmia; Poland, Europe; Palearctic region/Masuria; Poland, Europe; Palearctic region/Borecka Forest; Poland, Europe; Palearctic region/Nizina Sepopolska; Poland, Europe; Palearctic region				breeding territory				2019-04-10	
J	BIOSIS:PREV200510258139	PREV200510258139		Article		Biomass, population density and species number in avian communities of upland and submontane broad-leaved and coniferous forests in Southwest-Germany.	Biomasse, Siedlungsdichte und Artenzahl von Vogelgesellschaften colliner und submontaner Laub- und Nadelwalder in Sudwestdeutschland	Gatter, Wulf (wulfgatter@aol.com) ; Schuett, Rainer (rschuett@awi-potsdam.de)									Vogelwelt		2004		125	3-4	251-258	251	258	German						0	1	This study examines the relationship between population density, species number and biomass of birds and forest type (broad-leaved, mixed, or coniferous) as well as forest age. The study material is based on territory mappings between 1967 and 1995. The abundance of birds in forests with pre-dominating Beech Fagus sylvatica and Northern Spruce Picea abies increases from deciduous through mixed to coniferous forests. The avian biomass, however, remains roughly the same in all three forest types because the average weight of the birds decreases from deciduous (26.8 g) through mixed (26 g) to coniferous (19.4 g) forests: in coniferous forests there are smaller birds occurring at greater densities. In coniferous forests, the dense evergreen foliage restricts the movement of birds, and the thick arboreal structure supports an avifauna of small 'flitters'.In young stands there is a decline in population density after the thicket stage. After the pole stage, population density and bird biomass increases again with stand age, especially in broad-leaved woodland. No clear dependence on: a particular stand age is discernible in coniferous forests, at least when younger than 1,00 years. Other factors, such as presence of clearings and proportion of dead wood, are probably more significant. Extremely high population densities in small, old, protected forests with up to 275 territories/10 ha cannot be extrapolated to corresponding extensive forests. In coniferous and deciduous woodland there are on average 23 +/- 5 species/10 ha, in mixed woodland over 26 +/- 5. There are indications that the number of species rises with stand age in mixed and coniferous woodlands, but probably less in deciduous woodland. Before leaves appear on deciduous trees, coniferous forests and even single evergreen trees provide early breeders with protection from predators. They also give shelter against the cold and buffer climatic extremes, thereby supporting early breeding. The expansion of coniferous plantations at the end of the 19(th) century has allowed several bird species (e.g. Coal Tit Parus ater, Crested Tit P. cristatus, Firecrest Regulus ignicapillus) to considerably increase their range and numbers in Central Europe.	Gatter, Wulf; Okol Lehrrevier Forstverwaltung Baden Wurttemberg, Buchsstr 20, D-73252 Lenningen, Germany						Life Sciences & Biomedicine - Other Topics; Biodiversity & Conservation	0042-7993				Biogeography (Population Studies); Biodiversity	07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 50528, Botany: general and systematic - Floristics and distribution; 62800, Animal distribution	Gymnospermae, Spermatophyta, Plantae; Gymnosperms, Plants, Spermatophytes, Vascular Plants; Coniferopsida [25102]; [Picea abies; Northern spruce]/Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Fagaceae [26070]; [Fagus sylvatica; beech]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Parus ater; coal tit] [Parus cristatus; crested tit] [Regulus ignicapillus; firecrest]					Germany; Europe; Palearctic region/Central Europe; Europe; Palearctic region				biomass; population density; coniferous forest; species number; deciduous woodland; broad-leaved forest; submontane				2019-04-10	
J	BIOSIS:PREV200510258145	PREV200510258145		Article		Population size and trend of the Nuddle Spotted Woodpecker Picoides medius in Germany and its importance for forest nature conservation.	Bestand und Bestandsentwicklung des Mittelspechts Picoides medius in Deutschland und seine Bedeutung fur den Waldnaturschutz	Suedbeck, Peter (peter.suedbeck@nlwkn-h.niedersachsen.de) ; Flade, Martin (martin.flade@lua.brandenburg.de)									Vogelwelt		2004		125	3-4	319-326	319	326	German						0	1	During the past 20 years, the Middle Spotted Woodpecker as an excellent indicator species for the conservation status of mature deciduous,forests experienced an increasing interest of ornithological research. This paper summarises the current knowledge on population sizes and trends, habitat selection and abundance of the species in Germany and draws conclusions for forest nature conservation. In some federal states, during recent years detailed surveys have been performed. The resulting population estimates are distinctly (up to four times) higher than previous estimates from the late 1990s. In Table 1, an overview of the results of a questionnaire which was send to the responsible administrations and ornithological societies of all federal states is given. The total German population is actually estimated at 16,500-22,000 bp., with largest numbers in Hesse, Lower Saxony, Baden-Wurttemberg, Bavaria, and Brandenburg. Although this higher population numbers are mainly due to intensified surveys, there is evidence (e.g. from the German Common Birds Census),for A.,distinct increase of the species especially in western and northern Germany - as it is also observed in the Benelux and Baltic countries. Furthermore, studies on occurrence, abundance and to. raging habitats in different forest types revealed that the species does not only occur in (mixed) oak forests, but also in pure beech and alder forests, so far they show a high proportion of mature trees and standing dead wood. This means also, that today the Middle Spotted Woodpecker occurs only in a very small part of its former natural range in Germany, and that the actual, populations have a relict character. The future population development of the species is regarded as an important indicator for the ecological sustainability of forestry management in Germany.	Suedbeck, Peter; Staatliche Vogelschutzwarte, Gottinger Str 14, D-30449 Hannover, Germany						Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Biodiversity & Conservation	0042-7993				Biogeography (Population Studies); Terrestrial Ecology (Ecology, Environmental Sciences); Wildlife Management (Conservation)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 07518, Ecology: environmental biology - Wildlife management: terrestrial; 50528, Botany: general and systematic - Floristics and distribution; 62800, Animal distribution	Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Betulaceae [25645]; [alder]/Dicotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Dicots, Plants, Spermatophytes, Vascular Plants; Fagaceae [26070]; [oak] [beech]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Piciformes [85552]; [Picoides medius; middle spotted woodpecker]					Bavaria; Germany, Europe; Palearctic region/Baden-Wurttemberg; Germany, Europe; Palearctic region/Hesse; Germany, Europe; Palearctic region/Lower Saxony; Germany, Europe; Palearctic region/Brandenburg; Germany, Europe; Palearctic region/Benelux Countries; Europe; Palearctic region/Baltic Countries; Europe; Palearctic region		forestry management; applied and field techniques		conservation status; habitat selection; foraging habitat; forest nature conservation				2019-04-10	
J	BIOSIS:PREV200400215475	PREV200400215475		Article		Breeding bird communities in burned and unburned sites in a mature Indiana oak forest.		Aquilani, Steven M.; Morrell, Thomas E.; LeBlanc, David C.									Proceedings of the Indiana Academy of Science		2003	30 December, 2003	112	2	186-191	186	191	English	print					0	11	Prescribed fire is being used increasingly by forest managers throughout the U.S. to attain specific management objectives. However, little is known about the effects of fire management practices on non-game bird communities, particularly in deciduous forests of the Midwest that are important breeding grounds for many Neotropical migrant songbirds. We compared bird species abundance and community composition in a recently burned (1993 and 1995) closed-canopy forest plot with an adjacent unburned plot, using breeding bird surveys conducted in 1996 and 1997. Avian species richness and overall bird abundance (for all species pooled) did not differ between sites. Avian community composition, however, differed between sites in both years. Ground-nesting Black-and-white Warblers (Mniotilta varia), Ovenbirds (Seiurus aurocappilus) and Eastern Towhees (Pipilo erythrophthalmus) were more abundant in the unburned site. Conversely, cavity-nesting White-breasted Nuthatches (Sitta carolinensis) were more abundant in the burned site. Migrant and resident ground- and shrub-nesting guilds were more abundant in unburned forest. Prescribed fires may adversely affect habitat quality for some forest songbirds, particularly species which require dense understory growth. Prescribed fires may benefit other species by creating open understories and snags. Land managers should consider the direct and indirect effects of habitat alteration associated with prescribed fires on all nesting songbirds to conserve local and regional avian biodiversity.	Aquilani, Steven M.; Department of Biology, Delaware County Community College, Media, PA, 19063, USA						Biodiversity & Conservation; Environmental Sciences & Ecology	0073-6767				Conservation; Terrestrial Ecology (Ecology, Environmental Sciences)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Mniotilta varia; black-and-white warbler] [Pipilo erythrophthalmus; eastern towhee] [Seiurus aurocapillus; ovenbird] [Sitta carolinensis; white-breasted nuthatch] [songbird; (Neotropical migrant)]							prescribed burning; applied and field techniques		breeding bird surveys; closed-canopy forests (habitat) ; community composition; forest management; habitat quality; intersite differences; land management; mature oak forests (habitat) ; nesting guilds; prescribed fire; species abundance; species richness; understory growth				2019-04-10	
J	BIOSIS:PREV200400173949	PREV200400173949		Article		Effects of habitat degradation on avian guilds in East African papyrus Cyperus papyrus swamps.		Maclean, Ilya M. D. (i.maclean@uea.ac.uk) ; Hassall, Mark; Boar, Rosalind; Nasirwa, Oliver									Bird Conservation International		2003	December 2003	13	4	283-297	283	297	English	print					0	14	The density and species richness of bird communities in disturbed and undisturbed stands of papyrus Cyperus papyrus were compared. Point counts, corrected for different probabilities of detection in different swamps, suggested that the species richness of bird communities in stands of papyrus disturbed by burning, grazing or pollution was higher than in nearby stands that were not disturbed. However, there were fewer species and individuals of highly specialized birds or species characteristic of papyrus, in disturbed stands than in undisturbed swamps. At <1 ha-1, the density of Papyrus Gonolek Laniarius mufumbiri in Ugandan swamps was, for example, significantly lower in polluted and burnt sites than in undisturbed papyrus where up to 13 ha-1 were recorded in the centre of swamps. White-winged Swamp Warbler Bradypterus carpalis was only recorded in undisturbed papyrus. In the papyrus that fringes Lake Naivasha in Kenya, outside the geographical range of species restricted to papyrus, disturbance in the form of grazing selects against species classified as swamp-reliant. Species classified as generalist users of papyrus were much less sensitive to disturbance than specialists. The density of swamp specialists was also lower near the edge of swamps, where total species richness was higher. These results are discussed in relation to conservation management of papyrus swamps in East Africa.	Maclean, Ilya M. D.; Centre for Ecology, Evolution and Conservation, School of Environmental Sciences, University of East Anglia, Norwich, NR4 7TJ, UK		Maclean, Ilya/C-4014-2009				Biodiversity & Conservation; Environmental Sciences & Ecology	0959-2709		10.1017/S0959270903003216		Conservation; Terrestrial Ecology (Ecology, Environmental Sciences)	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal	Monocotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Monocots, Plants, Spermatophytes, Vascular Plants; Cyperaceae [25280]; [Cyperus papyrus; East African papyrus]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Bradypterus carpalis; white-winged swamp warbler] [Laniarius mufumbiri; papyrus gonolek]					Lake Naivasha; Kenya, Africa; Ethiopian region/Uganda; Africa; Ethiopian region		point count survey; applied and field techniques		avian guilds; bird communities; burning; conservation management; grazing; habitat degradation; papyrus swamps; pollution; population density; species density; species richness	Bronze			2019-04-10	
J	BIOSIS:PREV200400023429	PREV200400023429		Article		Predictors of species richness in northwest Florida longleaf pine sandhills.		Provencher, Louis (lprovencher@tnc.org) ; Litt, Andrea R.; Gordon, Doria R.									Conservation Biology		2003	December 2003	17	6	1660-1671	1660	1671	English	print					2	16	Soil characteristics, disturbance histories, and species richness among distinct groups of plants and animals may be useful predictors of important conservation areas when data are limited. We used multivariate analysis of covariance to test the hypothesis that the species richness of plants, arthropods, herpetofauna, and breeding birds are correlated and increase with soil fertility (silt and clay content in sandy soils), soil variability, and hardwood midstory reduction in subxeric, nutrient-poor longleaf pine sandhills at Eglin Air Force Base in northwest Florida. During 1994-1995 and 1998-1999, we sampled 30 81-ha plots with varying fire-exclusion histories and at two spatial scales of resolution (10 X 40 m and 81 ha). The relationship between the number of plant species and percent silt and clay and its coefficient of variation was significant and positive at the plot level (81 ha) but not at the subplot level (10 X 40 m). Herpetofaunal species richness was the only faunal variable that increased with silt and clay content, but the coefficient of variation did not. Multivariate effects of hardwood reduction were significant in 1998-1999 but not in 1994-1995, which suggests that the reintroduction of fire increased species richness across taxa. Univariate effects of hardwood reduction were marginally significant for plant species richness at the subplot level and not significant for herpetofaunal species richness at either scale. Plant and arthropod species richness were not correlated. Herpetofaunal species richness was not correlated with that of other taxa (plant and animal). The species richness of plants and arthropods were each significantly positively correlated with the richness of breeding bird species at the subplot level during 1994-1995, whereas only arthropod species richness was positively correlated with bird species richness at the plot level in either year. Our results suggest that the restoration of fire regime may be the most effective tool with which to increase diversity in pyrogenic areas considered for conservation protection.	Provencher, Louis; The Nature Conservancy of Nevada, One East First Street, Suite 1007, Reno, NV, 89501, USA						Biodiversity & Conservation	0888-8892				Biodiversity; Conservation	00512, General biology - Conservation and resource management; 07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 64052, Invertebrata: comparative, experimental morphology, physiology and pathology - Arthropoda: general	Animalia; Animals; Animalia [33000]; [animal; (herpetofauna)]/Invertebrata, Animalia; Animals, Arthropods, Invertebrates; Arthropoda [75000]; [arthropod]/Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird; (breeding population)]/Plantae; Plants; Plantae [11000]; [plant]					Eglin Air Force Base; Florida, USA, North America; Nearctic region		multivariate analysis of covariance; mathematical and computer techniques		conservation protection; fire exclusion history; fire regime; hardwood midstory reduction; resolution spatial scale; soil clay content; soil fertility; soil silt content; soil variability; species richness; subxeric nutrient-poor longleaf pine sandhills				2019-04-10	
J	BIOSIS:PREV200500005623	PREV200500005623		Article		Nature vs. nurture: the making of the montado ecosystem		Pereira, Paulo Miguel; da Fonseca, Manuela Pires									Conservation Ecology		2003	December 2003	7	3				English	print					0	1	The southern Iberian Peninsula is dominated by a savannah-like ecosystem, the montado, which is a typically Mediterranean cultural adaptation to generally poor productive areas. Montados are exploited for three main uses: forestry, agriculture, and extensive grazing, in proportions that vary according to local conditions (more or less productive land) and historical circumstances. Because these ecosystems occur over a large geographic area (they occupy some 6 million ha), biodiversity would be expected to vary among montados. However, differences in management practices may also influence species distribution. In this paper, we investigate differences in plant and bird species diversity among 60 montados distributed all across southern Portugal. The environmental variables studied included geographical coordinates, climatological data, soil type, and altitude. We also investigated agro-economic variables that could describe human activities at each site: animal husbandry (breeds, stock density, grazing rotation, etc.), agriculture (fallow rotation frequency, use of fertilizers, etc.), and forestry (cork harvesting, thinning, etc.). Finally, land-use type and metrics were assessed from rectified aerial photographs. Species richness among these two groups was not correlated, sites with high or low numbers of plant species not necessarily having high or low numbers of bird species. However, both plant and bird communities exhibited a similar pattern of species composition and turnover. This pattern was ecologically based, rather than a result of biological similarities between groups: direct gradient analyses and variance partitioning revealed strong correlations between species distribution and spatial gradients, namely longitude and latitude. In trying to distinguish anthropogenic from biophysical processes, we found that both were equally important as drivers of montado, biodiversity. Plants and birds exhibited a similar ecological pattern, although environmental conditions were slightly more important in the case of plants, and human activities were slightly more important in the case of birds.	Pereira, Paulo Miguel; Univ Evora, Evora, Portugal						Agriculture; Environmental Sciences & Ecology		1195-5449			Agronomy (Agriculture); Terrestrial Ecology (Ecology, Environmental Sciences)	07502, Ecology: environmental biology - General and methods; 07506, Ecology: environmental biology - Plant; 07508, Ecology: environmental biology - Animal; 26502, Animal production - General and methods; 27002, Poultry production - General and methods; 52502, Agronomy - Miscellaneous and mixed crops; 53500, Forestry and forest products	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]/Plantae; Plants; Plantae [11000]; [plant]					Iberian Peninsula; Europe; Palearctic region/Portugal; Europe; Palearctic region				agriculture; altitude; animal husbandry; climatological data; extensive grazing; forestry; geographical coordinate; montado (savannah-like ecosystem) ; soil type; spatial gradient; species distribution				2019-04-10	
